ID_match,ID,Seg_ID,Seg_ID_match
121,145,NA_151_2_20_1,NA_126_2_20_1
121,146,NA_152_2_20_1,NA_126_2_20_1
121,147,NA_153_2_20_1,NA_126_2_20_1
121,148,NA_154_2_20_1,NA_126_2_20_1
122,5,133800_2_20_1,NA_127_2_20_1
122,10,134305_2_20_1,NA_127_2_20_1
122,119,NA_124_2_20_1,NA_127_2_20_1
122,120,NA_125_2_20_1,NA_127_2_20_1
122,121,NA_126_2_20_1,NA_127_2_20_1
122,123,NA_128_2_20_1,NA_127_2_20_1
122,124,NA_129_2_20_1,NA_127_2_20_1
122,125,NA_130_2_20_1,NA_127_2_20_1
122,126,NA_131_2_20_1,NA_127_2_20_1
122,127,NA_132_2_20_1,NA_127_2_20_1
122,128,NA_133_2_20_1,NA_127_2_20_1
122,129,NA_134_2_20_1,NA_127_2_20_1
122,130,NA_135_2_20_1,NA_127_2_20_1
122,131,NA_136_2_20_1,NA_127_2_20_1
122,132,NA_137_2_20_1,NA_127_2_20_1
122,133,NA_138_2_20_1,NA_127_2_20_1
122,134,NA_140_2_20_1,NA_127_2_20_1
122,135,NA_141_2_20_1,NA_127_2_20_1
122,136,NA_142_2_20_1,NA_127_2_20_1
122,137,NA_143_2_20_1,NA_127_2_20_1
122,138,NA_144_2_20_1,NA_127_2_20_1
122,139,NA_145_2_20_1,NA_127_2_20_1
122,140,NA_146_2_20_1,NA_127_2_20_1
122,141,NA_147_2_20_1,NA_127_2_20_1
122,142,NA_148_2_20_1,NA_127_2_20_1
122,143,NA_149_2_20_1,NA_127_2_20_1
122,144,NA_150_2_20_1,NA_127_2_20_1
122,145,NA_151_2_20_1,NA_127_2_20_1
122,146,NA_152_2_20_1,NA_127_2_20_1
122,147,NA_153_2_20_1,NA_127_2_20_1
122,148,NA_154_2_20_1,NA_127_2_20_1
123,5,133800_2_20_1,NA_128_2_20_1
123,10,134305_2_20_1,NA_128_2_20_1
123,119,NA_124_2_20_1,NA_128_2_20_1
123,120,NA_125_2_20_1,NA_128_2_20_1
123,121,NA_126_2_20_1,NA_128_2_20_1
123,122,NA_127_2_20_1,NA_128_2_20_1
123,124,NA_129_2_20_1,NA_128_2_20_1
123,125,NA_130_2_20_1,NA_128_2_20_1
123,126,NA_131_2_20_1,NA_128_2_20_1
123,127,NA_132_2_20_1,NA_128_2_20_1
123,128,NA_133_2_20_1,NA_128_2_20_1
123,129,NA_134_2_20_1,NA_128_2_20_1
123,130,NA_135_2_20_1,NA_128_2_20_1
123,131,NA_136_2_20_1,NA_128_2_20_1
123,132,NA_137_2_20_1,NA_128_2_20_1
123,133,NA_138_2_20_1,NA_128_2_20_1
123,134,NA_140_2_20_1,NA_128_2_20_1
123,135,NA_141_2_20_1,NA_128_2_20_1
123,136,NA_142_2_20_1,NA_128_2_20_1
123,137,NA_143_2_20_1,NA_128_2_20_1
123,138,NA_144_2_20_1,NA_128_2_20_1
123,139,NA_145_2_20_1,NA_128_2_20_1
123,140,NA_146_2_20_1,NA_128_2_20_1
123,141,NA_147_2_20_1,NA_128_2_20_1
123,142,NA_148_2_20_1,NA_128_2_20_1
123,143,NA_149_2_20_1,NA_128_2_20_1
123,144,NA_150_2_20_1,NA_128_2_20_1
123,145,NA_151_2_20_1,NA_128_2_20_1
123,146,NA_152_2_20_1,NA_128_2_20_1
123,147,NA_153_2_20_1,NA_128_2_20_1
123,148,NA_154_2_20_1,NA_128_2_20_1
124,5,133800_2_20_1,NA_129_2_20_1
124,10,134305_2_20_1,NA_129_2_20_1
124,119,NA_124_2_20_1,NA_129_2_20_1
124,120,NA_125_2_20_1,NA_129_2_20_1
124,121,NA_126_2_20_1,NA_129_2_20_1
124,122,NA_127_2_20_1,NA_129_2_20_1
124,123,NA_128_2_20_1,NA_129_2_20_1
124,125,NA_130_2_20_1,NA_129_2_20_1
124,126,NA_131_2_20_1,NA_129_2_20_1
124,127,NA_132_2_20_1,NA_129_2_20_1
124,128,NA_133_2_20_1,NA_129_2_20_1
124,129,NA_134_2_20_1,NA_129_2_20_1
124,130,NA_135_2_20_1,NA_129_2_20_1
124,131,NA_136_2_20_1,NA_129_2_20_1
124,132,NA_137_2_20_1,NA_129_2_20_1
124,133,NA_138_2_20_1,NA_129_2_20_1
124,134,NA_140_2_20_1,NA_129_2_20_1
124,135,NA_141_2_20_1,NA_129_2_20_1
124,136,NA_142_2_20_1,NA_129_2_20_1
124,137,NA_143_2_20_1,NA_129_2_20_1
124,138,NA_144_2_20_1,NA_129_2_20_1
124,139,NA_145_2_20_1,NA_129_2_20_1
124,140,NA_146_2_20_1,NA_129_2_20_1
124,141,NA_147_2_20_1,NA_129_2_20_1
124,142,NA_148_2_20_1,NA_129_2_20_1
124,143,NA_149_2_20_1,NA_129_2_20_1
124,144,NA_150_2_20_1,NA_129_2_20_1
124,145,NA_151_2_20_1,NA_129_2_20_1
124,146,NA_152_2_20_1,NA_129_2_20_1
124,147,NA_153_2_20_1,NA_129_2_20_1
124,148,NA_154_2_20_1,NA_129_2_20_1
125,5,133800_2_20_1,NA_130_2_20_1
125,10,134305_2_20_1,NA_130_2_20_1
125,119,NA_124_2_20_1,NA_130_2_20_1
125,120,NA_125_2_20_1,NA_130_2_20_1
125,121,NA_126_2_20_1,NA_130_2_20_1
125,122,NA_127_2_20_1,NA_130_2_20_1
125,123,NA_128_2_20_1,NA_130_2_20_1
125,124,NA_129_2_20_1,NA_130_2_20_1
125,126,NA_131_2_20_1,NA_130_2_20_1
125,127,NA_132_2_20_1,NA_130_2_20_1
125,128,NA_133_2_20_1,NA_130_2_20_1
125,129,NA_134_2_20_1,NA_130_2_20_1
125,130,NA_135_2_20_1,NA_130_2_20_1
125,131,NA_136_2_20_1,NA_130_2_20_1
125,132,NA_137_2_20_1,NA_130_2_20_1
125,133,NA_138_2_20_1,NA_130_2_20_1
125,134,NA_140_2_20_1,NA_130_2_20_1
125,135,NA_141_2_20_1,NA_130_2_20_1
125,136,NA_142_2_20_1,NA_130_2_20_1
125,137,NA_143_2_20_1,NA_130_2_20_1
125,138,NA_144_2_20_1,NA_130_2_20_1
125,139,NA_145_2_20_1,NA_130_2_20_1
125,140,NA_146_2_20_1,NA_130_2_20_1
125,141,NA_147_2_20_1,NA_130_2_20_1
125,142,NA_148_2_20_1,NA_130_2_20_1
125,143,NA_149_2_20_1,NA_130_2_20_1
125,144,NA_150_2_20_1,NA_130_2_20_1
125,145,NA_151_2_20_1,NA_130_2_20_1
125,146,NA_152_2_20_1,NA_130_2_20_1
125,147,NA_153_2_20_1,NA_130_2_20_1
125,148,NA_154_2_20_1,NA_130_2_20_1
126,5,133800_2_20_1,NA_131_2_20_1
126,10,134305_2_20_1,NA_131_2_20_1
126,119,NA_124_2_20_1,NA_131_2_20_1
126,120,NA_125_2_20_1,NA_131_2_20_1
126,121,NA_126_2_20_1,NA_131_2_20_1
126,122,NA_127_2_20_1,NA_131_2_20_1
126,123,NA_128_2_20_1,NA_131_2_20_1
126,124,NA_129_2_20_1,NA_131_2_20_1
126,125,NA_130_2_20_1,NA_131_2_20_1
126,127,NA_132_2_20_1,NA_131_2_20_1
126,128,NA_133_2_20_1,NA_131_2_20_1
126,129,NA_134_2_20_1,NA_131_2_20_1
126,130,NA_135_2_20_1,NA_131_2_20_1
126,131,NA_136_2_20_1,NA_131_2_20_1
126,132,NA_137_2_20_1,NA_131_2_20_1
126,133,NA_138_2_20_1,NA_131_2_20_1
126,134,NA_140_2_20_1,NA_131_2_20_1
126,135,NA_141_2_20_1,NA_131_2_20_1
126,136,NA_142_2_20_1,NA_131_2_20_1
126,137,NA_143_2_20_1,NA_131_2_20_1
126,138,NA_144_2_20_1,NA_131_2_20_1
126,139,NA_145_2_20_1,NA_131_2_20_1
126,140,NA_146_2_20_1,NA_131_2_20_1
126,141,NA_147_2_20_1,NA_131_2_20_1
126,142,NA_148_2_20_1,NA_131_2_20_1
126,143,NA_149_2_20_1,NA_131_2_20_1
126,144,NA_150_2_20_1,NA_131_2_20_1
126,145,NA_151_2_20_1,NA_131_2_20_1
126,146,NA_152_2_20_1,NA_131_2_20_1
126,147,NA_153_2_20_1,NA_131_2_20_1
126,148,NA_154_2_20_1,NA_131_2_20_1
127,5,133800_2_20_1,NA_132_2_20_1
127,10,134305_2_20_1,NA_132_2_20_1
127,119,NA_124_2_20_1,NA_132_2_20_1
127,120,NA_125_2_20_1,NA_132_2_20_1
127,121,NA_126_2_20_1,NA_132_2_20_1
127,122,NA_127_2_20_1,NA_132_2_20_1
127,123,NA_128_2_20_1,NA_132_2_20_1
127,124,NA_129_2_20_1,NA_132_2_20_1
127,125,NA_130_2_20_1,NA_132_2_20_1
127,126,NA_131_2_20_1,NA_132_2_20_1
127,128,NA_133_2_20_1,NA_132_2_20_1
127,129,NA_134_2_20_1,NA_132_2_20_1
127,130,NA_135_2_20_1,NA_132_2_20_1
127,131,NA_136_2_20_1,NA_132_2_20_1
127,132,NA_137_2_20_1,NA_132_2_20_1
127,133,NA_138_2_20_1,NA_132_2_20_1
127,134,NA_140_2_20_1,NA_132_2_20_1
127,135,NA_141_2_20_1,NA_132_2_20_1
127,136,NA_142_2_20_1,NA_132_2_20_1
127,137,NA_143_2_20_1,NA_132_2_20_1
127,138,NA_144_2_20_1,NA_132_2_20_1
127,139,NA_145_2_20_1,NA_132_2_20_1
127,140,NA_146_2_20_1,NA_132_2_20_1
127,141,NA_147_2_20_1,NA_132_2_20_1
127,142,NA_148_2_20_1,NA_132_2_20_1
127,143,NA_149_2_20_1,NA_132_2_20_1
127,144,NA_150_2_20_1,NA_132_2_20_1
127,145,NA_151_2_20_1,NA_132_2_20_1
127,146,NA_152_2_20_1,NA_132_2_20_1
127,147,NA_153_2_20_1,NA_132_2_20_1
127,148,NA_154_2_20_1,NA_132_2_20_1
128,5,133800_2_20_1,NA_133_2_20_1
128,10,134305_2_20_1,NA_133_2_20_1
128,119,NA_124_2_20_1,NA_133_2_20_1
128,120,NA_125_2_20_1,NA_133_2_20_1
128,121,NA_126_2_20_1,NA_133_2_20_1
128,122,NA_127_2_20_1,NA_133_2_20_1
128,123,NA_128_2_20_1,NA_133_2_20_1
128,124,NA_129_2_20_1,NA_133_2_20_1
128,125,NA_130_2_20_1,NA_133_2_20_1
128,126,NA_131_2_20_1,NA_133_2_20_1
128,127,NA_132_2_20_1,NA_133_2_20_1
128,129,NA_134_2_20_1,NA_133_2_20_1
128,130,NA_135_2_20_1,NA_133_2_20_1
128,131,NA_136_2_20_1,NA_133_2_20_1
128,132,NA_137_2_20_1,NA_133_2_20_1
128,133,NA_138_2_20_1,NA_133_2_20_1
128,134,NA_140_2_20_1,NA_133_2_20_1
128,135,NA_141_2_20_1,NA_133_2_20_1
128,136,NA_142_2_20_1,NA_133_2_20_1
128,137,NA_143_2_20_1,NA_133_2_20_1
128,138,NA_144_2_20_1,NA_133_2_20_1
128,139,NA_145_2_20_1,NA_133_2_20_1
128,140,NA_146_2_20_1,NA_133_2_20_1
128,141,NA_147_2_20_1,NA_133_2_20_1
128,142,NA_148_2_20_1,NA_133_2_20_1
128,143,NA_149_2_20_1,NA_133_2_20_1
128,144,NA_150_2_20_1,NA_133_2_20_1
128,145,NA_151_2_20_1,NA_133_2_20_1
128,146,NA_152_2_20_1,NA_133_2_20_1
128,147,NA_153_2_20_1,NA_133_2_20_1
128,148,NA_154_2_20_1,NA_133_2_20_1
129,5,133800_2_20_1,NA_134_2_20_1
129,10,134305_2_20_1,NA_134_2_20_1
129,119,NA_124_2_20_1,NA_134_2_20_1
129,120,NA_125_2_20_1,NA_134_2_20_1
129,121,NA_126_2_20_1,NA_134_2_20_1
129,122,NA_127_2_20_1,NA_134_2_20_1
129,123,NA_128_2_20_1,NA_134_2_20_1
129,124,NA_129_2_20_1,NA_134_2_20_1
129,125,NA_130_2_20_1,NA_134_2_20_1
129,126,NA_131_2_20_1,NA_134_2_20_1
129,127,NA_132_2_20_1,NA_134_2_20_1
129,128,NA_133_2_20_1,NA_134_2_20_1
129,130,NA_135_2_20_1,NA_134_2_20_1
129,131,NA_136_2_20_1,NA_134_2_20_1
129,132,NA_137_2_20_1,NA_134_2_20_1
129,133,NA_138_2_20_1,NA_134_2_20_1
129,134,NA_140_2_20_1,NA_134_2_20_1
129,135,NA_141_2_20_1,NA_134_2_20_1
129,136,NA_142_2_20_1,NA_134_2_20_1
129,137,NA_143_2_20_1,NA_134_2_20_1
129,138,NA_144_2_20_1,NA_134_2_20_1
129,139,NA_145_2_20_1,NA_134_2_20_1
129,140,NA_146_2_20_1,NA_134_2_20_1
129,141,NA_147_2_20_1,NA_134_2_20_1
129,142,NA_148_2_20_1,NA_134_2_20_1
129,143,NA_149_2_20_1,NA_134_2_20_1
129,144,NA_150_2_20_1,NA_134_2_20_1
129,145,NA_151_2_20_1,NA_134_2_20_1
129,146,NA_152_2_20_1,NA_134_2_20_1
129,147,NA_153_2_20_1,NA_134_2_20_1
129,148,NA_154_2_20_1,NA_134_2_20_1
130,5,133800_2_20_1,NA_135_2_20_1
130,10,134305_2_20_1,NA_135_2_20_1
130,119,NA_124_2_20_1,NA_135_2_20_1
130,120,NA_125_2_20_1,NA_135_2_20_1
130,121,NA_126_2_20_1,NA_135_2_20_1
130,122,NA_127_2_20_1,NA_135_2_20_1
130,123,NA_128_2_20_1,NA_135_2_20_1
130,124,NA_129_2_20_1,NA_135_2_20_1
130,125,NA_130_2_20_1,NA_135_2_20_1
130,126,NA_131_2_20_1,NA_135_2_20_1
130,127,NA_132_2_20_1,NA_135_2_20_1
130,128,NA_133_2_20_1,NA_135_2_20_1
130,129,NA_134_2_20_1,NA_135_2_20_1
130,131,NA_136_2_20_1,NA_135_2_20_1
130,132,NA_137_2_20_1,NA_135_2_20_1
130,133,NA_138_2_20_1,NA_135_2_20_1
130,134,NA_140_2_20_1,NA_135_2_20_1
130,135,NA_141_2_20_1,NA_135_2_20_1
130,136,NA_142_2_20_1,NA_135_2_20_1
130,137,NA_143_2_20_1,NA_135_2_20_1
130,138,NA_144_2_20_1,NA_135_2_20_1
130,139,NA_145_2_20_1,NA_135_2_20_1
130,140,NA_146_2_20_1,NA_135_2_20_1
130,141,NA_147_2_20_1,NA_135_2_20_1
130,142,NA_148_2_20_1,NA_135_2_20_1
130,143,NA_149_2_20_1,NA_135_2_20_1
130,144,NA_150_2_20_1,NA_135_2_20_1
130,145,NA_151_2_20_1,NA_135_2_20_1
130,146,NA_152_2_20_1,NA_135_2_20_1
130,147,NA_153_2_20_1,NA_135_2_20_1
130,148,NA_154_2_20_1,NA_135_2_20_1
131,5,133800_2_20_1,NA_136_2_20_1
131,10,134305_2_20_1,NA_136_2_20_1
131,119,NA_124_2_20_1,NA_136_2_20_1
131,120,NA_125_2_20_1,NA_136_2_20_1
131,121,NA_126_2_20_1,NA_136_2_20_1
131,122,NA_127_2_20_1,NA_136_2_20_1
131,123,NA_128_2_20_1,NA_136_2_20_1
131,124,NA_129_2_20_1,NA_136_2_20_1
131,125,NA_130_2_20_1,NA_136_2_20_1
131,126,NA_131_2_20_1,NA_136_2_20_1
131,127,NA_132_2_20_1,NA_136_2_20_1
131,128,NA_133_2_20_1,NA_136_2_20_1
131,129,NA_134_2_20_1,NA_136_2_20_1
131,130,NA_135_2_20_1,NA_136_2_20_1
131,132,NA_137_2_20_1,NA_136_2_20_1
131,133,NA_138_2_20_1,NA_136_2_20_1
131,134,NA_140_2_20_1,NA_136_2_20_1
131,135,NA_141_2_20_1,NA_136_2_20_1
131,136,NA_142_2_20_1,NA_136_2_20_1
131,137,NA_143_2_20_1,NA_136_2_20_1
131,138,NA_144_2_20_1,NA_136_2_20_1
131,139,NA_145_2_20_1,NA_136_2_20_1
131,140,NA_146_2_20_1,NA_136_2_20_1
131,141,NA_147_2_20_1,NA_136_2_20_1
131,142,NA_148_2_20_1,NA_136_2_20_1
131,143,NA_149_2_20_1,NA_136_2_20_1
131,144,NA_150_2_20_1,NA_136_2_20_1
131,145,NA_151_2_20_1,NA_136_2_20_1
131,146,NA_152_2_20_1,NA_136_2_20_1
131,147,NA_153_2_20_1,NA_136_2_20_1
131,148,NA_154_2_20_1,NA_136_2_20_1
132,5,133800_2_20_1,NA_137_2_20_1
132,10,134305_2_20_1,NA_137_2_20_1
132,119,NA_124_2_20_1,NA_137_2_20_1
132,120,NA_125_2_20_1,NA_137_2_20_1
132,121,NA_126_2_20_1,NA_137_2_20_1
132,122,NA_127_2_20_1,NA_137_2_20_1
132,123,NA_128_2_20_1,NA_137_2_20_1
132,124,NA_129_2_20_1,NA_137_2_20_1
132,125,NA_130_2_20_1,NA_137_2_20_1
132,126,NA_131_2_20_1,NA_137_2_20_1
132,127,NA_132_2_20_1,NA_137_2_20_1
132,128,NA_133_2_20_1,NA_137_2_20_1
132,129,NA_134_2_20_1,NA_137_2_20_1
132,130,NA_135_2_20_1,NA_137_2_20_1
132,131,NA_136_2_20_1,NA_137_2_20_1
132,133,NA_138_2_20_1,NA_137_2_20_1
132,134,NA_140_2_20_1,NA_137_2_20_1
132,135,NA_141_2_20_1,NA_137_2_20_1
132,136,NA_142_2_20_1,NA_137_2_20_1
132,137,NA_143_2_20_1,NA_137_2_20_1
132,138,NA_144_2_20_1,NA_137_2_20_1
132,139,NA_145_2_20_1,NA_137_2_20_1
132,140,NA_146_2_20_1,NA_137_2_20_1
132,141,NA_147_2_20_1,NA_137_2_20_1
132,142,NA_148_2_20_1,NA_137_2_20_1
132,143,NA_149_2_20_1,NA_137_2_20_1
132,144,NA_150_2_20_1,NA_137_2_20_1
132,145,NA_151_2_20_1,NA_137_2_20_1
132,146,NA_152_2_20_1,NA_137_2_20_1
132,147,NA_153_2_20_1,NA_137_2_20_1
132,148,NA_154_2_20_1,NA_137_2_20_1
133,5,133800_2_20_1,NA_138_2_20_1
133,10,134305_2_20_1,NA_138_2_20_1
133,119,NA_124_2_20_1,NA_138_2_20_1
133,120,NA_125_2_20_1,NA_138_2_20_1
133,121,NA_126_2_20_1,NA_138_2_20_1
133,122,NA_127_2_20_1,NA_138_2_20_1
133,123,NA_128_2_20_1,NA_138_2_20_1
133,124,NA_129_2_20_1,NA_138_2_20_1
133,125,NA_130_2_20_1,NA_138_2_20_1
133,126,NA_131_2_20_1,NA_138_2_20_1
133,127,NA_132_2_20_1,NA_138_2_20_1
133,128,NA_133_2_20_1,NA_138_2_20_1
133,129,NA_134_2_20_1,NA_138_2_20_1
133,130,NA_135_2_20_1,NA_138_2_20_1
133,131,NA_136_2_20_1,NA_138_2_20_1
133,132,NA_137_2_20_1,NA_138_2_20_1
133,134,NA_140_2_20_1,NA_138_2_20_1
133,135,NA_141_2_20_1,NA_138_2_20_1
133,136,NA_142_2_20_1,NA_138_2_20_1
133,137,NA_143_2_20_1,NA_138_2_20_1
133,138,NA_144_2_20_1,NA_138_2_20_1
133,139,NA_145_2_20_1,NA_138_2_20_1
133,140,NA_146_2_20_1,NA_138_2_20_1
133,141,NA_147_2_20_1,NA_138_2_20_1
133,142,NA_148_2_20_1,NA_138_2_20_1
133,143,NA_149_2_20_1,NA_138_2_20_1
133,144,NA_150_2_20_1,NA_138_2_20_1
133,145,NA_151_2_20_1,NA_138_2_20_1
133,146,NA_152_2_20_1,NA_138_2_20_1
133,147,NA_153_2_20_1,NA_138_2_20_1
133,148,NA_154_2_20_1,NA_138_2_20_1
134,5,133800_2_20_1,NA_140_2_20_1
134,10,134305_2_20_1,NA_140_2_20_1
134,119,NA_124_2_20_1,NA_140_2_20_1
134,120,NA_125_2_20_1,NA_140_2_20_1
134,121,NA_126_2_20_1,NA_140_2_20_1
134,122,NA_127_2_20_1,NA_140_2_20_1
134,123,NA_128_2_20_1,NA_140_2_20_1
134,124,NA_129_2_20_1,NA_140_2_20_1
134,125,NA_130_2_20_1,NA_140_2_20_1
134,126,NA_131_2_20_1,NA_140_2_20_1
134,127,NA_132_2_20_1,NA_140_2_20_1
134,128,NA_133_2_20_1,NA_140_2_20_1
134,129,NA_134_2_20_1,NA_140_2_20_1
134,130,NA_135_2_20_1,NA_140_2_20_1
134,131,NA_136_2_20_1,NA_140_2_20_1
134,132,NA_137_2_20_1,NA_140_2_20_1
134,133,NA_138_2_20_1,NA_140_2_20_1
134,135,NA_141_2_20_1,NA_140_2_20_1
134,136,NA_142_2_20_1,NA_140_2_20_1
134,137,NA_143_2_20_1,NA_140_2_20_1
134,138,NA_144_2_20_1,NA_140_2_20_1
134,139,NA_145_2_20_1,NA_140_2_20_1
134,140,NA_146_2_20_1,NA_140_2_20_1
134,141,NA_147_2_20_1,NA_140_2_20_1
134,142,NA_148_2_20_1,NA_140_2_20_1
134,143,NA_149_2_20_1,NA_140_2_20_1
134,144,NA_150_2_20_1,NA_140_2_20_1
134,145,NA_151_2_20_1,NA_140_2_20_1
134,146,NA_152_2_20_1,NA_140_2_20_1
134,147,NA_153_2_20_1,NA_140_2_20_1
134,148,NA_154_2_20_1,NA_140_2_20_1
135,5,133800_2_20_1,NA_141_2_20_1
135,10,134305_2_20_1,NA_141_2_20_1
135,119,NA_124_2_20_1,NA_141_2_20_1
135,120,NA_125_2_20_1,NA_141_2_20_1
135,121,NA_126_2_20_1,NA_141_2_20_1
135,122,NA_127_2_20_1,NA_141_2_20_1
135,123,NA_128_2_20_1,NA_141_2_20_1
135,124,NA_129_2_20_1,NA_141_2_20_1
135,125,NA_130_2_20_1,NA_141_2_20_1
135,126,NA_131_2_20_1,NA_141_2_20_1
135,127,NA_132_2_20_1,NA_141_2_20_1
135,128,NA_133_2_20_1,NA_141_2_20_1
135,129,NA_134_2_20_1,NA_141_2_20_1
135,130,NA_135_2_20_1,NA_141_2_20_1
135,131,NA_136_2_20_1,NA_141_2_20_1
135,132,NA_137_2_20_1,NA_141_2_20_1
135,133,NA_138_2_20_1,NA_141_2_20_1
135,134,NA_140_2_20_1,NA_141_2_20_1
135,136,NA_142_2_20_1,NA_141_2_20_1
135,137,NA_143_2_20_1,NA_141_2_20_1
135,138,NA_144_2_20_1,NA_141_2_20_1
135,139,NA_145_2_20_1,NA_141_2_20_1
135,140,NA_146_2_20_1,NA_141_2_20_1
135,141,NA_147_2_20_1,NA_141_2_20_1
135,142,NA_148_2_20_1,NA_141_2_20_1
135,143,NA_149_2_20_1,NA_141_2_20_1
135,144,NA_150_2_20_1,NA_141_2_20_1
135,145,NA_151_2_20_1,NA_141_2_20_1
135,146,NA_152_2_20_1,NA_141_2_20_1
135,147,NA_153_2_20_1,NA_141_2_20_1
135,148,NA_154_2_20_1,NA_141_2_20_1
136,5,133800_2_20_1,NA_142_2_20_1
136,10,134305_2_20_1,NA_142_2_20_1
136,119,NA_124_2_20_1,NA_142_2_20_1
136,120,NA_125_2_20_1,NA_142_2_20_1
136,121,NA_126_2_20_1,NA_142_2_20_1
136,122,NA_127_2_20_1,NA_142_2_20_1
136,123,NA_128_2_20_1,NA_142_2_20_1
136,124,NA_129_2_20_1,NA_142_2_20_1
136,125,NA_130_2_20_1,NA_142_2_20_1
136,126,NA_131_2_20_1,NA_142_2_20_1
136,127,NA_132_2_20_1,NA_142_2_20_1
136,128,NA_133_2_20_1,NA_142_2_20_1
136,129,NA_134_2_20_1,NA_142_2_20_1
136,130,NA_135_2_20_1,NA_142_2_20_1
136,131,NA_136_2_20_1,NA_142_2_20_1
136,132,NA_137_2_20_1,NA_142_2_20_1
136,133,NA_138_2_20_1,NA_142_2_20_1
136,134,NA_140_2_20_1,NA_142_2_20_1
136,135,NA_141_2_20_1,NA_142_2_20_1
136,137,NA_143_2_20_1,NA_142_2_20_1
136,138,NA_144_2_20_1,NA_142_2_20_1
136,139,NA_145_2_20_1,NA_142_2_20_1
136,140,NA_146_2_20_1,NA_142_2_20_1
136,141,NA_147_2_20_1,NA_142_2_20_1
136,142,NA_148_2_20_1,NA_142_2_20_1
136,143,NA_149_2_20_1,NA_142_2_20_1
136,144,NA_150_2_20_1,NA_142_2_20_1
136,145,NA_151_2_20_1,NA_142_2_20_1
136,146,NA_152_2_20_1,NA_142_2_20_1
136,147,NA_153_2_20_1,NA_142_2_20_1
136,148,NA_154_2_20_1,NA_142_2_20_1
137,5,133800_2_20_1,NA_143_2_20_1
137,10,134305_2_20_1,NA_143_2_20_1
137,119,NA_124_2_20_1,NA_143_2_20_1
137,120,NA_125_2_20_1,NA_143_2_20_1
137,121,NA_126_2_20_1,NA_143_2_20_1
137,122,NA_127_2_20_1,NA_143_2_20_1
137,123,NA_128_2_20_1,NA_143_2_20_1
137,124,NA_129_2_20_1,NA_143_2_20_1
137,125,NA_130_2_20_1,NA_143_2_20_1
137,126,NA_131_2_20_1,NA_143_2_20_1
137,127,NA_132_2_20_1,NA_143_2_20_1
137,128,NA_133_2_20_1,NA_143_2_20_1
137,129,NA_134_2_20_1,NA_143_2_20_1
137,130,NA_135_2_20_1,NA_143_2_20_1
137,131,NA_136_2_20_1,NA_143_2_20_1
137,132,NA_137_2_20_1,NA_143_2_20_1
137,133,NA_138_2_20_1,NA_143_2_20_1
137,134,NA_140_2_20_1,NA_143_2_20_1
137,135,NA_141_2_20_1,NA_143_2_20_1
137,136,NA_142_2_20_1,NA_143_2_20_1
137,138,NA_144_2_20_1,NA_143_2_20_1
137,139,NA_145_2_20_1,NA_143_2_20_1
137,140,NA_146_2_20_1,NA_143_2_20_1
137,141,NA_147_2_20_1,NA_143_2_20_1
137,142,NA_148_2_20_1,NA_143_2_20_1
137,143,NA_149_2_20_1,NA_143_2_20_1
137,144,NA_150_2_20_1,NA_143_2_20_1
137,145,NA_151_2_20_1,NA_143_2_20_1
137,146,NA_152_2_20_1,NA_143_2_20_1
137,147,NA_153_2_20_1,NA_143_2_20_1
137,148,NA_154_2_20_1,NA_143_2_20_1
138,5,133800_2_20_1,NA_144_2_20_1
138,10,134305_2_20_1,NA_144_2_20_1
138,119,NA_124_2_20_1,NA_144_2_20_1
138,120,NA_125_2_20_1,NA_144_2_20_1
138,121,NA_126_2_20_1,NA_144_2_20_1
138,122,NA_127_2_20_1,NA_144_2_20_1
138,123,NA_128_2_20_1,NA_144_2_20_1
138,124,NA_129_2_20_1,NA_144_2_20_1
138,125,NA_130_2_20_1,NA_144_2_20_1
138,126,NA_131_2_20_1,NA_144_2_20_1
138,127,NA_132_2_20_1,NA_144_2_20_1
138,128,NA_133_2_20_1,NA_144_2_20_1
138,129,NA_134_2_20_1,NA_144_2_20_1
138,130,NA_135_2_20_1,NA_144_2_20_1
138,131,NA_136_2_20_1,NA_144_2_20_1
138,132,NA_137_2_20_1,NA_144_2_20_1
138,133,NA_138_2_20_1,NA_144_2_20_1
138,134,NA_140_2_20_1,NA_144_2_20_1
138,135,NA_141_2_20_1,NA_144_2_20_1
138,136,NA_142_2_20_1,NA_144_2_20_1
138,137,NA_143_2_20_1,NA_144_2_20_1
138,139,NA_145_2_20_1,NA_144_2_20_1
138,140,NA_146_2_20_1,NA_144_2_20_1
138,141,NA_147_2_20_1,NA_144_2_20_1
138,142,NA_148_2_20_1,NA_144_2_20_1
138,143,NA_149_2_20_1,NA_144_2_20_1
138,144,NA_150_2_20_1,NA_144_2_20_1
138,145,NA_151_2_20_1,NA_144_2_20_1
138,146,NA_152_2_20_1,NA_144_2_20_1
138,147,NA_153_2_20_1,NA_144_2_20_1
138,148,NA_154_2_20_1,NA_144_2_20_1
139,5,133800_2_20_1,NA_145_2_20_1
139,10,134305_2_20_1,NA_145_2_20_1
139,119,NA_124_2_20_1,NA_145_2_20_1
139,120,NA_125_2_20_1,NA_145_2_20_1
139,121,NA_126_2_20_1,NA_145_2_20_1
139,122,NA_127_2_20_1,NA_145_2_20_1
139,123,NA_128_2_20_1,NA_145_2_20_1
139,124,NA_129_2_20_1,NA_145_2_20_1
139,125,NA_130_2_20_1,NA_145_2_20_1
