"","Seg_ID","SIGN1","STFIPS","NEVI","Has_EV","No_Tesla","Traffic","Short_Road","LENGTH","ID","AFC"
"6121","4493320_55_9_1","4493320",55,0,0,0,10925,TRUE,0.0389111203163162,6121,FALSE
"6122","4493321_55_9_1","4493321",55,0,0,0,10925,TRUE,0.0781324423759123,6122,FALSE
"6123","4493322_55_9_1","4493322",55,0,0,0,12248,TRUE,0.0843438009915306,6123,FALSE
"6124","4493323_55_9_1","4493323",55,0,0,0,13272,TRUE,0.212692922236046,6124,FALSE
"6125","4493597_55_9_1","4493597",55,0,1,0,3042,TRUE,0.0870841853429397,6125,FALSE
"6126","4493598_55_9_1","4493598",55,0,1,0,3042,TRUE,0.0741270865564463,6126,FALSE
"6127","4493599_55_9_1","4493599",55,0,1,0,3042,TRUE,0.0819014229788902,6127,FALSE
"6128","4493600_55_9_1","4493600",55,0,1,0,3042,TRUE,0.0679842804015673,6128,FALSE
"6129","4493601_55_9_1","4493601",55,0,1,0,2038,TRUE,0.0973426672961827,6129,FALSE
"6130","4493602_55_9_1","4493602",55,0,1,0,6351,TRUE,0.129747500488727,6130,FALSE
"6131","4494404_55_9_1","4494404",55,0,1,0,1544,TRUE,0.064497092822942,6131,FALSE
"6132","4494405_55_9_1","4494405",55,0,1,0,1544,TRUE,0.133459652141137,6132,FALSE
"6133","4494591_55_9_1","4494591",55,0,1,0,3042,TRUE,0.627649401390324,6133,TRUE
"6134","4495757_55_9_1","4495757",55,0,0,0,15919,TRUE,0.120311621059647,6134,TRUE
"6135","4497828_55_79_1","4497828",55,0,0,0,6839,TRUE,0.681456361069867,6135,FALSE
"6136","4497864_55_79_1","4497864",55,0,0,0,16634,TRUE,0.995160857375799,6136,FALSE
"6137","4497867_55_79_1","4497867",55,0,0,0,11913,TRUE,0.157225081989032,6137,FALSE
"6138","4497868_55_79_1","4497868",55,0,0,0,11913,TRUE,0.122969281574247,6138,FALSE
"6139","4497876_55_79_1","4497876",55,0,0,0,11913,TRUE,0.091971804861079,6139,FALSE
"6140","4497877_55_79_1","4497877",55,0,0,0,11913,TRUE,0.103437453586932,6140,FALSE
"6141","4497878_55_79_1","4497878",55,0,0,0,17404,TRUE,0.121735110672142,6141,FALSE
"6142","4497882_55_79_1","4497882",55,0,0,0,9749,TRUE,0.135708342667224,6142,FALSE
"6143","4497891_55_79_1","4497891",55,0,0,0,9749,TRUE,0.0849641362907105,6143,FALSE
"6144","4497892_55_79_1","4497892",55,0,0,0,9749,TRUE,0.151102833486592,6144,FALSE
"6145","4497893_55_79_1","4497893",55,0,0,0,5923,TRUE,0.115060550044525,6145,FALSE
"6146","4497894_55_79_1","4497894",55,0,0,0,5923,TRUE,0.116775200522704,6146,FALSE
"6147","4497992_55_79_1","4497992",55,0,0,0,12371,TRUE,0.194550779682025,6147,FALSE
"6148","4498203_55_79_1","4498203",55,0,0,0,11488,TRUE,0.223914373313243,6148,FALSE
"6149","4498296_55_79_1","4498296",55,0,0,0,13081,TRUE,0.13016556326002,6149,FALSE
"6150","4498936_55_79_1","4498936",55,0,1,1,22481,TRUE,0.0836148601604887,6150,FALSE
"6151","4498937_55_79_1","4498937",55,0,0,0,20974,TRUE,0.116677027965363,6151,FALSE
"6152","4498938_55_79_1","4498938",55,0,0,0,20974,TRUE,0.160123540605997,6152,FALSE
"6153","4498939_55_79_1","4498939",55,0,0,0,21300,TRUE,0.163297115532936,6153,FALSE
"6154","4499040_55_79_1","4499040",55,0,1,1,11597,TRUE,0.0621917481786403,6154,FALSE
"6155","4499041_55_79_1","4499041",55,0,1,1,11597,TRUE,0.317148910862106,6155,FALSE
"6156","4499161_55_79_1","4499161",55,0,0,0,12450,TRUE,0.10995648607063,6156,FALSE
"6157","4499203_55_79_1","4499203",55,0,1,0,13477,TRUE,0.0996866477575485,6157,FALSE
"6158","44_0182P3_28_87_1","44_0182P3",28,0,1,1,537,TRUE,0.359175972823855,6158,FALSE
"6159","44_0275P1_28_87_1","44_0275P1",28,0,0,0,28,TRUE,1.19878399787738,6159,FALSE
"6160","44_1093P1_28_87_1","44_1093P1",28,0,1,1,1134,TRUE,1.77190197305474,6160,FALSE
"6161","4500119_55_79_1","4500119",55,0,0,0,16813,TRUE,0.0647463927739592,6161,FALSE
"6162","4500127_55_79_1","4500127",55,0,0,0,16164,TRUE,0.120781494165911,6162,FALSE
"6163","4500573_55_79_1","4500573",55,0,1,1,24242,TRUE,0.057320580030888,6163,TRUE
"6164","4500574_55_79_1","4500574",55,0,1,1,22655,TRUE,0.0608749338714946,6164,TRUE
"6165","4500575_55_79_1","4500575",55,0,1,1,24242,TRUE,0.0655917118962105,6165,TRUE
"6166","4500576_55_79_1","4500576",55,0,1,1,24242,TRUE,0.0624842344053144,6166,TRUE
"6167","4500622_55_79_1","4500622",55,0,1,1,17546,TRUE,0.0930801828506169,6167,TRUE
"6168","4500623_55_79_1","4500623",55,0,1,1,17546,TRUE,0.116263277649449,6168,TRUE
"6169","4500633_55_79_1","4500633",55,0,1,1,17546,TRUE,0.102267725344887,6169,TRUE
"6170","4500654_55_79_1","4500654",55,0,1,1,15461,TRUE,0.168624298092153,6170,TRUE
"6171","4500656_55_79_1","4500656",55,0,1,1,21129,TRUE,0.0956912340736819,6171,TRUE
"6172","4500658_55_79_1","4500658",55,0,1,1,16531,TRUE,0.132683210294188,6172,TRUE
"6173","4500661_55_79_1","4500661",55,0,1,1,15668,TRUE,0.276263462577918,6173,TRUE
"6174","4500664_55_79_1","4500664",55,0,1,1,11095,TRUE,0.114865325219186,6174,TRUE
"6175","4500677_55_79_1","4500677",55,0,1,1,14304,TRUE,0.234412316508404,6175,TRUE
"6176","4500823_55_79_1","4500823",55,0,0,0,8486,TRUE,0.0351311968939729,6176,TRUE
"6177","4500877_55_79_1","4500877",55,0,1,1,14434,TRUE,0.164398438401257,6177,FALSE
"6178","4500902_55_79_1","4500902",55,0,0,0,13754,TRUE,0.219654540442364,6178,TRUE
"6179","4500905_55_79_1","4500905",55,0,0,0,13754,TRUE,0.0779073938445681,6179,TRUE
"6180","4500906_55_79_1","4500906",55,0,0,0,9461,TRUE,0.154066687368138,6180,TRUE
"6181","4501039_55_79_1","4501039",55,0,1,1,47949,TRUE,0.199525954685016,6181,TRUE
"6182","4501354_55_79_1","4501354",55,0,0,0,26969,TRUE,0.0815866376019171,6182,FALSE
"6183","4501355_55_79_1","4501355",55,0,0,0,29935,TRUE,0.0598390870586908,6183,FALSE
"6184","4501366_55_79_1","4501366",55,0,0,0,29935,TRUE,0.0601620866315413,6184,FALSE
"6185","4501367_55_79_1","4501367",55,0,0,0,29935,TRUE,0.0608166962357071,6185,FALSE
"6186","4501368_55_79_1","4501368",55,0,0,0,29935,TRUE,0.0603632593226828,6186,FALSE
"6187","4501369_55_79_1","4501369",55,0,0,0,29935,TRUE,0.0597583925657033,6187,FALSE
"6188","4501370_55_79_1","4501370",55,0,0,0,29935,TRUE,0.060313712325513,6188,FALSE
"6189","4501371_55_79_1","4501371",55,0,0,0,18006,TRUE,0.0595536774506069,6189,FALSE
"6190","4501372_55_79_1","4501372",55,0,0,0,18006,TRUE,0.0924550438364862,6190,FALSE
"6191","4501373_55_79_1","4501373",55,0,0,0,18006,TRUE,0.0539311267225904,6191,FALSE
"6192","4501374_55_79_1","4501374",55,0,0,0,20707,TRUE,0.157090911652996,6192,FALSE
"6193","4501386_55_79_1","4501386",55,0,0,0,40791,TRUE,0.12559907483126,6193,FALSE
"6194","4501387_55_79_1","4501387",55,0,0,0,29049,TRUE,0.126303399813107,6194,FALSE
"6195","4501388_55_79_1","4501388",55,0,0,0,29049,TRUE,0.0616175526208547,6195,FALSE
"6196","4501389_55_79_1","4501389",55,0,0,0,29049,TRUE,0.0622210326196822,6196,FALSE
"6197","4501506_55_79_1","4501506",55,0,0,0,22589,TRUE,0.0617684366277189,6197,FALSE
"6198","4501529_55_79_1","4501529",55,0,0,0,25014,TRUE,0.129273588229433,6198,FALSE
"6199","4501530_55_79_1","4501530",55,0,0,0,27567,TRUE,0.121224857434102,6199,FALSE
"6200","4501531_55_79_1","4501531",55,0,0,0,27567,TRUE,0.0601096639946162,6200,FALSE
"6201","4501532_55_79_1","4501532",55,0,0,0,27567,TRUE,0.060210255874562,6201,FALSE
"6202","4504624_55_79_1","4504624",55,0,0,0,12437,TRUE,0.0870461102323427,6202,FALSE
"6203","4504647_55_79_1","4504647",55,0,0,0,18208,TRUE,0.062176936837265,6203,FALSE
"6204","4504648_55_79_1","4504648",55,0,0,0,20658,TRUE,0.0593068309689758,6204,FALSE
"6205","4504649_55_79_1","4504649",55,0,0,0,20658,TRUE,0.0573932421152696,6205,FALSE
"6206","4504675_55_79_1","4504675",55,0,0,0,24564,TRUE,0.0141974446896278,6206,FALSE
"6207","4504693_55_79_1","4504693",55,0,1,1,10416,TRUE,0.0612191428978003,6207,FALSE
"6208","4504694_55_79_1","4504694",55,0,1,1,10416,TRUE,0.0651961371569651,6208,FALSE
"6209","4504716_55_79_1","4504716",55,0,1,1,14444,TRUE,0.0307099813228846,6209,FALSE
"6210","4504717_55_79_1","4504717",55,0,1,1,14444,TRUE,0.00855860434540955,6210,FALSE
"6211","4504718_55_79_1","4504718",55,0,1,1,14444,TRUE,0.045865104909331,6211,FALSE
"6212","4504719_55_79_1","4504719",55,0,1,1,14444,TRUE,0.0756694673919206,6212,FALSE
"6213","4504720_55_79_1","4504720",55,0,1,1,10380,TRUE,0.075317071991092,6213,TRUE
"6214","4504721_55_79_1","4504721",55,0,1,1,16700,TRUE,0.0752660480172859,6214,TRUE
"6215","4504722_55_79_1","4504722",55,0,1,1,24116,TRUE,0.0743605811744065,6215,TRUE
"6216","4504723_55_79_1","4504723",55,0,1,1,24116,TRUE,0.073353762582542,6216,TRUE
"6217","4504767_55_79_1","4504767",55,0,1,1,14444,TRUE,0.0212457950228529,6217,FALSE
"6218","4504804_55_79_1","4504804",55,0,1,1,24730,TRUE,0.0714980231894564,6218,TRUE
"6219","4504805_55_79_1","4504805",55,0,1,1,20934,TRUE,0.0806545893098241,6219,TRUE
"6220","4504807_55_79_1","4504807",55,0,1,1,19235,TRUE,0.0686897639034137,6220,TRUE
"6221","4504808_55_79_1","4504808",55,0,1,1,19235,TRUE,0.0696781431276348,6221,TRUE
"6222","4504809_55_79_1","4504809",55,0,0,0,19235,TRUE,0.070835964914193,6222,TRUE
"6223","4504812_55_79_1","4504812",55,0,0,0,18108,TRUE,0.0676165929527685,6223,TRUE
"6224","4504813_55_79_1","4504813",55,0,0,0,18108,TRUE,0.0620290569639419,6224,TRUE
"6225","4504814_55_79_1","4504814",55,0,0,0,11450,TRUE,0.0620280749172239,6225,FALSE
"6226","4504815_55_79_1","4504815",55,0,0,0,14393,TRUE,0.061727009095721,6226,FALSE
"6227","4504816_55_79_1","4504816",55,0,0,0,14393,TRUE,0.0618770373551066,6227,FALSE
"6228","4504851_55_79_1","4504851",55,0,0,0,18108,TRUE,0.0738101123436645,6228,TRUE
"6229","4504852_55_79_1","4504852",55,0,0,0,14468,TRUE,0.0294546396446475,6229,TRUE
"6230","4504876_55_79_1","4504876",55,0,0,0,12429,TRUE,0.0628671771492918,6230,FALSE
"6231","4504877_55_79_1","4504877",55,0,0,0,14698,TRUE,0.0622313464578895,6231,FALSE
"6232","4504878_55_79_1","4504878",55,0,0,0,14698,TRUE,0.0622302892153784,6232,FALSE
"6233","4504879_55_79_1","4504879",55,0,0,0,13284,TRUE,0.0626340032078308,6233,FALSE
"6234","4504880_55_79_1","4504880",55,0,0,0,14698,TRUE,0.0620803120594825,6234,FALSE
"6235","4504918_55_79_1","4504918",55,0,0,0,14698,TRUE,0.0638423922060335,6235,FALSE
"6236","4504919_55_79_1","4504919",55,0,0,0,12429,TRUE,0.0633377549246553,6236,FALSE
"6237","4504920_55_79_1","4504920",55,0,0,0,14698,TRUE,0.0591597620172981,6237,FALSE
"6238","4504941_55_79_1","4504941",55,0,0,0,12799,TRUE,0.0602605057072187,6238,FALSE
"6239","4504942_55_79_1","4504942",55,0,0,0,17475,TRUE,0.0591026224490906,6239,FALSE
"6240","4504943_55_79_1","4504943",55,0,0,0,17475,TRUE,0.0590522780649288,6240,FALSE
"6241","4504944_55_79_1","4504944",55,0,0,0,17475,TRUE,0.0868415919338763,6241,FALSE
"6242","4504945_55_79_1","4504945",55,0,0,0,17475,TRUE,0.0578942681274886,6242,FALSE
"6243","4504946_55_79_1","4504946",55,0,0,0,17475,TRUE,0.0682148174998606,6243,FALSE
"6244","4504947_55_79_1","4504947",55,0,0,0,17475,TRUE,0.0515510767406628,6244,FALSE
"6245","4504965_55_79_1","4504965",55,0,0,0,17475,TRUE,0.0608648029304157,6245,FALSE
"6246","4505020_55_79_1","4505020",55,0,0,0,12109,TRUE,0.0589010787894236,6246,FALSE
"6247","4505021_55_79_1","4505021",55,0,0,0,12109,TRUE,0.058548719887363,6247,FALSE
"6248","4505022_55_79_1","4505022",55,0,0,0,12109,TRUE,0.0593541631498708,6248,FALSE
"6249","4505023_55_79_1","4505023",55,0,0,0,12109,TRUE,0.0604617441861531,6249,FALSE
"6250","4505024_55_79_1","4505024",55,0,0,0,12109,TRUE,0.0598072474981472,6250,FALSE
"6251","4505025_55_79_1","4505025",55,0,0,0,12109,TRUE,0.0598072474973381,6251,FALSE
"6252","4505026_55_79_1","4505026",55,0,0,0,20794,TRUE,0.06066311437964,6252,FALSE
"6253","4505055_55_79_1","4505055",55,0,0,0,13077,TRUE,0.0659000422467971,6253,FALSE
"6254","4505056_55_79_1","4505056",55,0,0,0,21975,TRUE,0.0594059596050263,6254,FALSE
"6255","4505057_55_79_1","4505057",55,0,0,0,21975,TRUE,0.0621239752909988,6255,FALSE
"6256","4505058_55_79_1","4505058",55,0,0,0,21975,TRUE,0.0610672224344665,6256,FALSE
"6257","4505059_55_79_1","4505059",55,0,0,0,21975,TRUE,0.0255238868475708,6257,FALSE
"6258","4505060_55_79_1","4505060",55,0,0,0,10690,TRUE,0.0569387435446664,6258,FALSE
"6259","4505061_55_79_1","4505061",55,0,0,0,10780,TRUE,0.0725954723345496,6259,FALSE
"6260","4505062_55_79_1","4505062",55,0,0,0,10690,TRUE,0.0720924940966215,6260,FALSE
"6261","4505084_55_79_1","4505084",55,0,0,0,10690,TRUE,0.0182240875889234,6261,FALSE
"6262","4505122_55_79_1","4505122",55,0,0,0,14545,TRUE,0.0558815246053735,6262,FALSE
"6263","4505123_55_79_1","4505123",55,0,0,0,14545,TRUE,0.056637123748565,6263,FALSE
"6264","4505124_55_79_1","4505124",55,0,0,0,12225,TRUE,0.0566870022599208,6264,FALSE
"6265","4505125_55_79_1","4505125",55,0,0,0,13527,TRUE,0.056485639133752,6265,FALSE
"6266","4505126_55_79_1","4505126",55,0,0,0,13527,TRUE,0.0590031886768378,6266,FALSE
"6267","4505127_55_79_1","4505127",55,0,0,0,14205,TRUE,0.0598589998585792,6267,FALSE
"6268","4505171_55_79_1","4505171",55,0,1,1,17192,TRUE,0.0653758294238577,6268,FALSE
"6269","4505189_55_79_1","4505189",55,0,1,1,17192,TRUE,0.0561357679143903,6269,FALSE
"6270","4505190_55_79_1","4505190",55,0,1,1,17192,TRUE,0.0620783285150308,6270,FALSE
"6271","4505434_55_79_1","4505434",55,0,1,1,10280,TRUE,0.0807527326566348,6271,TRUE
"6272","4505511_55_79_1","4505511",55,0,1,1,10416,TRUE,0.139269850221794,6272,FALSE
"6273","4505996_55_79_1","4505996",55,0,1,1,21767,TRUE,0.0896916413188684,6273,TRUE
"6274","4506001_55_79_1","4506001",55,0,1,1,21767,TRUE,0.0617994065660378,6274,TRUE
"6275","4506072_55_79_1","4506072",55,0,1,1,11494,TRUE,0.0751860049028712,6275,TRUE
"6276","4506073_55_79_1","4506073",55,0,1,1,20027,TRUE,0.0565531219042624,6276,TRUE
"6277","4506074_55_79_1","4506074",55,0,1,1,20027,TRUE,0.0541862633738611,6277,TRUE
"6278","4506075_55_79_1","4506075",55,0,1,1,20027,TRUE,0.0658192989460003,6278,TRUE
"6279","4506076_55_79_1","4506076",55,0,1,1,15653,TRUE,0.103437370788051,6279,TRUE
"6280","4506077_55_79_1","4506077",55,0,1,1,15044,TRUE,0.0698981616956221,6280,TRUE
"6281","4506078_55_79_1","4506078",55,0,1,1,20027,TRUE,0.0696969022028427,6281,TRUE
"6282","4506106_55_79_1","4506106",55,0,1,1,14779,TRUE,0.212012060591566,6282,TRUE
"6283","4506107_55_79_1","4506107",55,0,1,1,16153,TRUE,0.061639556728735,6283,TRUE
"6284","4506108_55_79_1","4506108",55,0,1,1,11494,TRUE,0.0583662501187919,6284,TRUE
"6285","4506109_55_79_1","4506109",55,0,1,1,20027,TRUE,0.0620927755039706,6285,TRUE
"6286","4506110_55_79_1","4506110",55,0,1,1,20027,TRUE,0.0569058512375331,6286,TRUE
"6287","4506132_55_79_1","4506132",55,0,1,1,20727,TRUE,0.0962923476775626,6287,TRUE
"6288","4506167_55_79_1","4506167",55,0,1,1,11953,TRUE,0.0723954644304065,6288,TRUE
"6289","4506168_55_79_1","4506168",55,0,1,1,12311,TRUE,0.073685457585005,6289,TRUE
"6290","4506169_55_79_1","4506169",55,0,1,1,12345,TRUE,0.0748951070043903,6290,TRUE
"6291","4506170_55_79_1","4506170",55,0,1,1,12506,TRUE,0.0910135771979884,6291,TRUE
"6292","4506174_55_79_1","4506174",55,0,1,1,19651,TRUE,0.0652600211268254,6292,TRUE
"6293","4506177_55_79_1","4506177",55,0,1,1,10400,TRUE,0.0872739084849534,6293,TRUE
"6294","4506201_55_79_1","4506201",55,0,1,1,8825,TRUE,0.0629238939338555,6294,TRUE
"6295","4506202_55_79_1","4506202",55,0,1,1,9449,TRUE,0.0635319827765744,6295,TRUE
"6296","4506203_55_79_1","4506203",55,0,1,1,9808,TRUE,0.0658579190592792,6296,TRUE
"6297","4506204_55_79_1","4506204",55,0,1,1,12663,TRUE,0.0632236689870181,6297,TRUE
"6298","4506205_55_79_1","4506205",55,0,1,1,9484,TRUE,0.0626729447337821,6298,TRUE
"6299","4506230_55_79_1","4506230",55,0,1,1,9557,TRUE,0.0600786112061471,6299,TRUE
"6300","4506231_55_79_1","4506231",55,0,1,1,16768,TRUE,0.0851945073842143,6300,TRUE
"6301","4506233_55_79_1","4506233",55,0,1,1,19596,TRUE,0.0831911841439308,6301,TRUE
"6302","4506241_55_79_1","4506241",55,0,1,1,6366,TRUE,0.0936349778389411,6302,TRUE
"6303","4506251_55_79_1","4506251",55,0,1,1,17933,TRUE,0.0955844035373321,6303,TRUE
"6304","4506260_26_147_1","4506260",26,0,1,1,13494,TRUE,0.263787510695699,6304,TRUE
"6305","4506276_55_79_1","4506276",55,0,1,1,2935,TRUE,0.000971737259978688,6305,TRUE
"6306","4507179_55_79_1","4507179",55,0,1,1,9418,TRUE,0.064679650304266,6306,TRUE
"6307","4507203_55_79_1","4507203",55,0,1,1,4455,TRUE,0.0803612728078705,6307,TRUE
"6308","4507570_55_79_1","4507570",55,0,0,0,10589,TRUE,0.105994135466129,6308,FALSE
"6309","4507592_55_79_1","4507592",55,0,0,0,14873,TRUE,0.067987297003911,6309,FALSE
"6310","4507636_55_79_1","4507636",55,0,0,0,10589,TRUE,0.0160775646104982,6310,FALSE
"6311","4507686_55_79_1","4507686",55,0,1,0,14821,TRUE,0.0609286810254183,6311,FALSE
"6312","4507687_55_79_1","4507687",55,0,1,0,14821,TRUE,0.060727380450755,6312,FALSE
"6313","4507688_55_79_1","4507688",55,0,1,0,16137,TRUE,0.0612814573173897,6313,FALSE
"6314","4507689_55_79_1","4507689",55,0,1,0,14821,TRUE,0.0615838267694502,6314,FALSE
"6315","4507729_55_79_1","4507729",55,0,1,0,15766,TRUE,0.0594281432039702,6315,FALSE
"6316","4507730_55_79_1","4507730",55,0,1,0,15766,TRUE,0.067895717392124,6316,FALSE
"6317","4507731_55_79_1","4507731",55,0,1,0,15766,TRUE,0.0685003706446263,6317,FALSE
"6318","4507736_55_79_1","4507736",55,0,0,0,16997,TRUE,0.0611915800391232,6318,FALSE
"6319","4507737_55_79_1","4507737",55,0,0,0,16997,TRUE,0.0600327168380195,6319,FALSE
"6320","4507738_55_79_1","4507738",55,0,1,0,16997,TRUE,0.0594771512387527,6320,FALSE
"6321","4507760_55_79_1","4507760",55,0,0,0,13226,TRUE,0.0428292904906136,6321,FALSE
"6322","4507761_55_79_1","4507761",55,0,0,0,17542,TRUE,0.0634554731637318,6322,FALSE
"6323","4507762_55_79_1","4507762",55,0,0,0,18573,TRUE,0.0601297645622204,6323,FALSE
"6324","4507763_55_79_1","4507763",55,0,0,0,18573,TRUE,0.0618419322714326,6324,FALSE
"6325","4507764_55_79_1","4507764",55,0,0,0,18573,TRUE,0.0615406362685468,6325,FALSE
"6326","4507765_55_79_1","4507765",55,0,0,0,18573,TRUE,0.0619437264625042,6326,FALSE
"6327","4507766_55_79_1","4507766",55,0,0,0,18573,TRUE,0.0615899332310514,6327,FALSE
"6328","4507767_55_79_1","4507767",55,0,0,0,18573,TRUE,0.0617925343580918,6328,FALSE
"6329","4507780_55_79_1","4507780",55,0,0,0,15563,TRUE,0.125510342570452,6329,FALSE
"6330","4507782_55_79_1","4507782",55,0,0,0,15563,TRUE,0.126203669567702,6330,FALSE
"6331","4507796_55_79_1","4507796",55,0,0,0,15858,TRUE,0.0632702051598704,6331,FALSE
"6332","4507797_55_79_1","4507797",55,0,0,0,15858,TRUE,0.0619100711845002,6332,FALSE
"6333","4507798_55_79_1","4507798",55,0,0,0,15858,TRUE,0.0626924319791353,6333,FALSE
"6334","4507799_55_79_1","4507799",55,0,0,0,15858,TRUE,0.0632470564651075,6334,FALSE
"6335","4507838_55_79_1","4507838",55,0,0,0,18481,TRUE,0.125787321308074,6335,FALSE
"6336","4507839_55_79_1","4507839",55,0,0,0,18481,TRUE,0.0628936620221451,6336,FALSE
"6337","4507840_55_79_1","4507840",55,0,0,0,18481,TRUE,0.0613817979004334,6337,FALSE
"6338","4507841_55_79_1","4507841",55,0,0,0,18481,TRUE,0.0623897088226869,6338,FALSE
"6339","4507855_55_79_1","4507855",55,0,0,0,20983,TRUE,0.122259586995476,6339,FALSE
"6340","4507856_55_79_1","4507856",55,0,0,0,18481,TRUE,0.0620873367096257,6340,FALSE
"6341","4507869_55_79_1","4507869",55,0,0,0,20244,TRUE,0.0666252156251485,6341,FALSE
"6342","4507888_55_79_1","4507888",55,0,0,0,22176,TRUE,0.0758989052136522,6342,FALSE
"6343","4507889_55_79_1","4507889",55,0,0,0,22176,TRUE,0.253196420975293,6343,FALSE
"6344","4507890_55_79_1","4507890",55,0,0,0,22176,TRUE,0.0449043604787273,6344,FALSE
"6345","4507899_55_79_1","4507899",55,0,0,0,22585,TRUE,0.109868743332768,6345,FALSE
"6346","4507900_55_79_1","4507900",55,0,0,0,20740,TRUE,0.0650652120851927,6346,FALSE
"6347","4507910_55_79_1","4507910",55,0,1,1,26242,TRUE,0.0598759322426997,6347,TRUE
"6348","45090052109N_45_89_1","45090052109N",45,0,0,0,1100,TRUE,5.75395337786961,6348,FALSE
"6349","4509042_55_79_1","4509042",55,0,0,0,32836,TRUE,0.994885830762434,6349,FALSE
"6350","4509050_55_79_1","4509050",55,0,1,1,24116,TRUE,0.0713372811443776,6350,TRUE
"6351","4509055_55_79_1","4509055",55,0,1,1,11494,TRUE,0.0766968473800542,6351,TRUE
"6352","4509070_55_79_1","4509070",55,0,1,1,10359,TRUE,0.144648061207501,6352,TRUE
"6353","4509072_55_79_1","4509072",55,0,1,1,15045,TRUE,0.0774020322764753,6353,TRUE
"6354","4509080_55_79_1","4509080",55,0,0,0,27567,TRUE,0.224740618903886,6354,FALSE
"6355","4509128_55_79_1","4509128",55,0,0,0,34381,TRUE,0.0620979114897839,6355,FALSE
"6356","4509137_55_79_1","4509137",55,0,1,1,29609,TRUE,0.068298687192273,6356,FALSE
"6357","4509138_55_79_1","4509138",55,0,1,1,29609,TRUE,0.171651360893609,6357,FALSE
"6358","4509139_55_79_1","4509139",55,0,1,1,35826,TRUE,0.200217845619155,6358,FALSE
"6359","4509144_55_79_1","4509144",55,0,0,0,30424,TRUE,0.124543680196461,6359,FALSE
"6360","4509145_55_79_1","4509145",55,0,0,0,30424,TRUE,0.118560133717677,6360,FALSE
"6361","4509150_55_79_1","4509150",55,0,0,0,23600,TRUE,0.252551755191589,6361,FALSE
"6362","4509321_55_79_1","4509321",55,0,1,1,12338,TRUE,0.108816874049453,6362,TRUE
"6363","4509337_55_79_1","4509337",55,0,1,1,18891,TRUE,0.12002313074919,6363,FALSE
"6364","4509433_55_79_1","4509433",55,0,1,1,10252,TRUE,0.177328241815533,6364,TRUE
"6365","4509434_55_79_1","4509434",55,0,1,1,12467,TRUE,0.110096358544696,6365,TRUE
"6366","4510153_55_79_1","4510153",55,0,1,1,27679,TRUE,0.0637404027301329,6366,TRUE
"6367","4510165_55_79_1","4510165",55,0,1,1,30345,TRUE,0.0637484757595491,6367,FALSE
"6368","4510167_55_79_1","4510167",55,0,1,1,42557,TRUE,0.0620799292070642,6368,FALSE
"6369","4510171_55_79_1","4510171",55,0,1,1,38324,TRUE,0.14089584390221,6369,FALSE
"6370","4510178_55_79_1","4510178",55,0,0,0,8278,TRUE,0.125831052171457,6370,FALSE
"6371","4510188_55_79_1","4510188",55,0,1,1,12298,TRUE,0.125586194465685,6371,TRUE
"6372","4510237_55_79_1","4510237",55,0,0,0,13660,TRUE,0.133142394198524,6372,FALSE
"6373","4510243_55_79_1","4510243",55,0,0,0,13660,TRUE,0.155981496610749,6373,FALSE
"6374","4510317_55_79_1","4510317",55,0,0,0,17811,TRUE,0.0601771583584217,6374,FALSE
"6375","4510320_55_79_1","4510320",55,0,0,0,17401,TRUE,0.0500971006494576,6375,FALSE
"6376","4510324_55_79_1","4510324",55,0,0,0,15858,TRUE,0.0623903337241546,6376,FALSE
"6377","4510325_55_79_1","4510325",55,0,0,0,15858,TRUE,0.0626924383396236,6377,FALSE
"6378","4510361_55_79_1","4510361",55,0,0,0,13672,TRUE,0.0699782390270071,6378,FALSE
"6379","4510363_55_79_1","4510363",55,0,0,0,20658,TRUE,0.0619730539545692,6379,FALSE
"6380","4510421_55_79_1","4510421",55,0,0,0,18850,TRUE,0.0863788277450293,6380,TRUE
"6381","4510558_55_79_1","4510558",55,0,1,1,16935,TRUE,0.0611682650612004,6381,FALSE
"6382","4510560_55_79_1","4510560",55,0,1,1,17881,TRUE,0.0676130353766816,6382,FALSE
"6383","4510562_55_79_1","4510562",55,0,0,0,12109,TRUE,0.0882006177265406,6383,FALSE
"6384","4510564_55_79_1","4510564",55,0,0,0,13527,TRUE,0.0446045494050129,6384,FALSE
"6385","4510570_55_79_1","4510570",55,0,0,0,17210,TRUE,0.0525578358235541,6385,FALSE
"6386","4510571_55_79_1","4510571",55,0,0,0,17210,TRUE,0.0685676532108649,6386,FALSE
"6387","4510572_55_79_1","4510572",55,0,0,0,17210,TRUE,0.0677618647504308,6387,FALSE
"6388","4510581_55_79_1","4510581",55,0,0,0,34020,TRUE,0.124895074091518,6388,FALSE
"6389","4510584_55_79_1","4510584",55,0,1,1,29609,TRUE,0.0589931785087276,6389,FALSE
"6390","4510592_55_79_1","4510592",55,0,0,0,29049,TRUE,0.0592030470217533,6390,FALSE
"6391","4510597_55_79_1","4510597",55,0,0,0,29049,TRUE,0.0727340601909761,6391,FALSE
"6392","4510750_55_79_1","4510750",55,0,0,0,10672,TRUE,0.122703589571268,6392,FALSE
"6393","4510753_55_79_1","4510753",55,0,0,0,9511,TRUE,0.0763658903236345,6393,FALSE
"6394","4510772_55_79_1","4510772",55,0,0,0,10672,TRUE,0.126174424475701,6394,FALSE
