county,Baseline.coverage,Spillover.State.coverage,NEVI.coverage,AFC.coverage,NEVI Increase
12127,0.2780346132734506,0.022661083500628766,0.10265803527497398,0.9083139556572578,0.8056559203822838
12129,0.035375525659552494,0.016864589855604566,0.010312647974307008,0.8966018311778874,0.8862891832035804
12131,0.028503546401043838,0.016499905023868514,0.011252867128493023,0.8952190264827358,0.8839661593542427
12133,0.034539144955002266,0.01838269137178417,0.015744409337399186,0.8961787115642449,0.8804343022268457
13001,0.38658968001063254,0.27689601076471987,0.012448358561806245,0.9133995195125234,0.9009511609507171
13003,0.4331609649731963,0.3106379250766188,0.019142010224357478,0.9053828708693791,0.8862408606450216
13005,0.40122647909521686,0.28835344146242586,0.016270377008123525,0.9103553965285602,0.8940850195204367
13007,0.02198749577585435,0.008859968380273947,0.014523463173818155,0.8957891947784176,0.8812657316045994
13009,0.1878509337907168,0.10451825069227343,0.06996481074971388,0.9151854869182043,0.8452206761684905
13011,0.14263297004718697,0.07790209383190033,0.06157252995345782,0.9203913005223737,0.8588187705689159
13013,0.1470902760454441,0.08033654829217586,0.0560188410357692,0.9152737694715003,0.8592549284357311
13015,0.14787726289244246,0.08099914535409147,0.06545281808431924,0.910749324389774,0.8452965063054547
13017,0.40099069362062095,0.28715997180312336,0.02111716251296398,0.9049269112690257,0.8838097487560617
13019,0.21696483595823646,0.1928440319426788,0.022331956685999996,0.9030792454843174,0.8807472887983174
13021,0.17760191814231532,0.09453171786456002,0.06716487835501908,0.9136324420167216,0.8464675636617025
13023,0.19159518844247275,0.1000374966279503,0.07215793933884439,0.9128514996610546,0.8406935603222102
13025,0.20435100430956596,0.18728538233179381,0.04022974279509261,0.9074905030976644,0.8672607603025718
13027,0.22157247152239162,0.1999894816909825,0.020513514656889248,0.9037409390426583,0.8832274243857691
13029,0.1927713684862796,0.17712576682066558,0.016685594185751378,0.9186311521142991,0.9019455579285478
13031,0.3711646614020715,0.2702236665751106,0.01581523776715594,0.9210027041711372,0.9051874664039812
13033,0.3497370549597086,0.25644406556047356,0.010619620948800096,0.9184227579754077,0.9078031370266076
13035,0.16710492629354334,0.09001883233903714,0.0619122681194133,0.908803837101633,0.8468915689822197
13037,0.021371696214550817,0.008994657419746355,0.013634530115033862,0.8971101245219932,0.8834755944069593
13039,0.21913351804982092,0.20159285398212307,0.03830471124992839,0.9098142556684526,0.8715095444185242
13043,0.3602938325877622,0.25910602920154086,0.014789537988619289,0.9188930150710861,0.9041034770824669
13045,0.15742862913202896,0.08616417884610136,0.06292282856707737,0.9041847234690016,0.8412618949019242
13047,0.14276603730374415,0.07939908684232601,0.06387465940620336,0.9082451426279408,0.8443704832217374
13049,0.2200386987987349,0.20214866764696615,0.039988771464632665,0.9076776157003442,0.8676888442357116
13051,0.19107182885351637,0.17596346502007004,0.015024205366601184,0.9189126160285588,0.9038884106619576
13053,0.20661421529830903,0.11288074900971012,0.019243565919840677,0.8988777344576311,0.8796341685377904
13055,0.14356671355569478,0.07883577091460091,0.0680653191512855,0.9061809774353317,0.8381156582840461
13057,0.14748921134620985,0.08065442647797301,0.05953603428728761,0.91401059130259,0.8544745570153024
13059,0.14872179916241046,0.08086696277994133,0.06295328380769952,0.9174973770873311,0.8545440932796317
13061,0.04219048277223012,0.0329477607247588,0.018339782626189058,0.8968539037203956,0.8785141210942066
13063,0.1573702765908831,0.08581716779749754,0.0599573845155168,0.9075370808698386,0.8475796963543218
13065,0.2160478239035732,0.19541584116142818,0.038368653116278705,0.8964714232792772,0.8581027701629985
13067,0.14912299203026952,0.08154785890506971,0.05983780713682217,0.9146505126855895,0.8548127055487673
13069,0.41238781997269686,0.29533229485037793,0.020095686599575766,0.9043711323151205,0.8842754457155447
13071,0.2174074478970096,0.19354917098038618,0.016040800320919115,0.9011405605476399,0.8850997602267208
13073,0.17594155877339893,0.09874665967631008,0.018788674904770084,0.9205558161544378,0.9017671412496677
13075,0.0012779632432629458,0.0012779632432629458,0.0012779632432629458,0.9015751841300604,0.9002972208867975
13077,0.16332952627762387,0.08803368575916082,0.0631262679330154,0.9062110589256439,0.8430847909926285
13079,0.18206295376480222,0.09701225705811188,0.0708179384154709,0.9083676565736809,0.83754971815821
13081,0.39308194870113305,0.279785924242714,0.016606686229625328,0.9068186995979094,0.890212013368284
13083,0.1422595015703998,0.0791554802749858,0.06309529061816102,0.9054455782517374,0.8423502876335764
13085,0.14493264057481475,0.07925636659660855,0.05843011031636077,0.9133825049846274,0.8549523946682666
13087,0.25388085372829156,0.23198079294197632,0.01560515583207426,0.8929577410163176,0.8773525851842434
13089,0.15167854752730467,0.08294536358398599,0.05822975170013409,0.9130557547539505,0.8548260030538164
13091,0.3657721836167217,0.2595033394110222,0.0746779711375673,0.914141225177951,0.8394632540403837
13093,0.200945839303184,0.1049810598605314,0.07735231682075311,0.9098758354661424,0.8325235186453892
13095,0.41147644244862064,0.29284079909992616,0.016202712729026385,0.9056779001773472,0.8894751874483208
13097,0.15352360670023146,0.08376057042280452,0.06054097295611638,0.9101393295350941,0.8495983565789778
13099,0.04304551858716804,0.032576137247454805,0.013189541120386115,0.8955514756588085,0.8823619345384225
13101,0.22696463616672607,0.20582485562995118,0.02164465909178949,0.8990222715262748,0.8773776124344853
13103,0.18561178747319665,0.17080343672297252,0.01528256623797529,0.9221593445669978,0.9068767783290225
13105,0.15761736756077985,0.08913154693951765,0.06768571881591513,0.9236339092554946,0.8559481904395795
13107,0.3649416633709956,0.26411222521352085,0.01295808615813362,0.9188418932560054,0.9058838070978718
13109,0.37784554628155353,0.2757581135881265,0.017449793501656482,0.9202368166092078,0.9027870231075513
13111,0.14224792997654773,0.07818727928317705,0.06162510588385253,0.9132291919198093,0.8516040860359568
13113,0.16159270670194048,0.08709754988568637,0.0597721996192092,0.9086727463399512,0.848900546720742
13115,0.14634246189056985,0.08015846459622061,0.06451466268548182,0.9087100299402124,0.8441953672547307
13117,0.1460636258456632,0.07987484551816976,0.05811217519647257,0.9154321981881112,0.8573200229916386
13119,0.1413881455224563,0.07724982699967367,0.061800282835473216,0.9220935608395353,0.8602932780040621
13121,0.1514461866823406,0.08281829713271506,0.059163416668228934,0.9139151327179719,0.854751716049743
13123,0.14369741038309672,0.07891036262007524,0.06319826647912045,0.9132311997419558,0.8500329332628354
