county,Baseline.coverage,Spillover.State.coverage,NEVI.coverage,AFC.coverage,NEVI Increase
01001,0.024039255652681307,0,0.024039255652681307,0.9016482819733928,0.8776090263207115
01003,0.019485971123098238,0.009602135774052743,0.019485971123098238,0.8824574985759666,0.8629715274528683
01005,0.017470692875391807,0.005737363890763001,0.017470692875391807,0.9106617187890584,0.8931910259136666
01007,0.032717625096796404,0,0.032717625096796404,0.8925805011564271,0.8598628760596306
01009,0.03721711370270049,0.0016999254514322665,0.03721711370270049,0.8963559744946947,0.8591388607919942
01011,0.022050054324248544,0.003313122153505897,0.022050054324248544,0.9040020418086235,0.881951987484375
01013,0.01564385942591163,4.7583545663499476e-4,0.01564385942591163,0.8950049084408654,0.8793610490149538
01015,0.02900519273038176,0.005530830479920661,0.02900519273038176,0.9038321538668852,0.8748269611365035
01017,0.017686224057263986,0.0082262010930941,0.017686224057263986,0.9081993201225755,0.8905130960653116
01019,0.043216599281637916,0.027401064065623922,0.04262646979032045,0.9024186536017462,0.8597921838114257
01021,0.03549097398216425,0,0.03549097398216425,0.8996756815358427,0.8641847075536784
01023,0.013184298689434146,0.008272446951232028,0.013184298689434146,0.9010125034703497,0.8878282047809155
01025,0.01039876349756974,8.798122380817019e-4,0.01039876349756974,0.8983090591135182,0.8879102956159485
01027,0.032837704584123675,0.00636207919097268,0.032837704584123675,0.9066516925480826,0.8738139879639589
01029,0.04595949237936811,0.029249143117169165,0.04595949237936811,0.9063874835217837,0.8604279911424155
01031,0.01775930060876796,0.007168610191897005,0.01775930060876796,0.890315363660422,0.872556063051654
01033,0.014370626852182588,0.006172478767205574,0.014370626852182588,0.8808103901957698,0.8664397633435872
01035,0.012458223911543134,0.002004794522341782,0.012458223911543134,0.8945905108457485,0.8821322869342053
01037,0.03891590973723979,0,0.03891590973723979,0.9029276896694095,0.8640117799321697
01039,0.020434468909161518,0.007692181788279486,0.020434468909161518,0.8804097566521131,0.8599752877429515
01041,0.016956290436922133,4.3409837742393884e-4,0.016956290436922133,0.8999667855127291,0.883010495075807
01043,0.033304335480692775,0.0033246122531964835,0.033304335480692775,0.8895161884981161,0.8562118530174233
01045,0.0147936725367801,0.007568370818712448,0.0147936725367801,0.8938296521001626,0.8790359795633825
01047,0.023322246135344477,0,0.023322246135344477,0.8947599407087748,0.8714376945734303
01049,0.03375128609227138,0.021023622706754782,0.03375128609227138,0.8929232277087508,0.8591719416164794
01051,0.024007850025187023,0,0.024007850025187023,0.9009770916427885,0.8769692416176015
01053,0.018626770275488962,0.005785574040582233,0.018626770275488962,0.8699792926452454,0.8513525223697564
01055,0.037358478290429674,0.005123605590785387,0.037358478290429674,0.9008532176862354,0.8634947393958057
01057,0.021779506245110384,0.0032120656578446508,0.021779506245110384,0.8829812463361002,0.8612017400909898
01059,0.014912469925018193,0.0052409236567396295,0.014912469925018193,0.8875276422105298,0.8726151722855117
01061,0.014150928730960263,0.010770939132274199,0.014051787619798604,0.8963365959240883,0.8822848083042897
01063,0.01392878053866542,0.004518742671573358,0.01392878053866542,0.8988761407240629,0.8849473601853974
01065,0.017140984758830025,0.0012735638417501144,0.017140984758830025,0.8978699107759613,0.8807289260171314
01067,0.013012633520353683,0.009045099262281416,0.013012633520353683,0.8945003605971694,0.8814877270768158
01069,0.0150174604934155,0.011452042294667342,0.014606791541747502,0.8973578924382278,0.8827511008964803
01071,0.02865040665122772,0.019636101866942136,0.02865040665122772,0.8994032876958095,0.8707528810445817
01073,0.033793792677028735,0,0.033793792677028735,0.8962300452358699,0.8624362525588412
01075,0.011381107135653318,0.005627290173618491,0.011381107135653318,0.8920286213943518,0.8806475142586985
01077,0.01643414755418971,0.008396817449290514,0.01643414755418971,0.8833536590741359,0.8669195115199462
01079,0.015990842996817755,0.0034234925990770104,0.015990842996817755,0.8839331253583276,0.8679422823615098
01081,0.01787691129564597,0.005748117176206732,0.01787691129564597,0.9081608477995157,0.8902839365038697
01083,0.01989047537609353,0.009654565763382236,0.01989047537609353,0.8839650181336633,0.8640745427575698
01085,0.01981250997272194,0,0.01981250997272194,0.8972756085669519,0.8774630985942299
01087,0.021753406724014646,0.004945661649929836,0.021753406724014646,0.9058096926035965,0.8840562858795818
01089,0.019014642960539122,0.00707756001469471,0.019014642960539122,0.8889159061778923,0.8699012632173532
01091,0.014402054619524445,0.004156653461188702,0.014402054619524445,0.9003629936829212,0.8859609390633967
01093,0.016764454289027814,0.005786071282615748,0.016764454289027814,0.8860339959714242,0.8692695416823963
01095,0.005050509614516722,0,0.005050509614516722,0.8944485546356105,0.8893980450210938
01097,0.02148846148694733,0.011759753165066243,0.02148846148694733,0.8760784910954,0.8545900296084528
01099,0.01462565363727171,0.0019934714599921213,0.01462565363727171,0.896524656890006,0.8818990032527343
01101,0.020730948475806577,0,0.020730948475806577,0.9030375057072594,0.8823065572314528
01103,0.025155041386537187,0.004904721887357238,0.025155041386537187,0.8887504393547377,0.8635953979682005
01105,0.022926928522415606,0.001312127824068406,0.022926928522415606,0.8939627074825474,0.8710357789601317
01107,0.013245979031214734,0.00436194232692308,0.013245979031214734,0.897071821772757,0.8838258427415423
01109,0.01662261951968223,7.873448069481957e-4,0.01662261951968223,0.9043480894771094,0.8877254699574272
01111,0.04673063934164815,0.029836429381133216,0.04673063934164815,0.9098136894368095,0.8630830500951614
01113,0.015142573352496556,0.007551583383578188,0.015142573352496556,0.9061316316296057,0.8909890582771092
01115,0.04077390473534709,0.002225781132892919,0.04077390473534709,0.9001142809071094,0.8593403761717624
