county,Baseline.coverage,Spillover.State.coverage,NEVI.coverage,AFC.coverage,NEVI Increase
48341,0.012528158647577675,0.0034828969216122736,0.011111787728142334,0.9064979413813694,0.895386153653227
48343,0.484801335558007,0.14715760065337607,0.02944082315125134,0.8708880691326889,0.8414472459814376
48345,0.0026888130748586652,6.609990819392274e-5,0.0016875733027726899,0.90106094371609,0.8993733704133173
48347,0.4991156522630766,0.09322894666639948,0.015195491858625095,0.8562251732608416,0.8410296814022165
48349,0.5718377613044545,0.15075322899071833,0.3476866604106692,0.8529625999790428,0.5052759395683736
48351,0.04584383785636441,0.02515083449488769,0.029197091165179743,0.8670893402230757,0.8378922490578959
48353,0.010788906872788898,0,0.010788906872788898,0.8775197185443998,0.8667308116716109
48355,0.053656848366424356,0,0.02855107462053957,0.8823916696449048,0.8538405950243653
48357,0.002675889957343473,0.0026073807836774193,0.002675889957343473,0.002675889957343473,0
48359,0.02062667328789335,0.0029327448587219665,0.01421351219219606,0.9091036473562301,0.894890135164034
48361,0.5505894117836303,0.10250633413414378,0.13315936874322362,0.8673303367930139,0.7341709680497902
48363,0.6002756708147896,0.16532192468431267,0.24473728044891047,0.8630358819733126,0.6182986015244021
48365,0.5129180844966895,0.15885196518908007,0.03095550241291133,0.862187813810356,0.8312323113974447
48367,0.5931806258855802,0.16521740085086425,0.24112447219440716,0.8576861359916341,0.616561663797227
48369,0.018838255174401398,0.0026336375498465588,0.009053607009757927,0.9109627568069679,0.90190914979721
48371,0.01864600168337804,0,0.008503456773708925,0.8775445062553096,0.8690410494816007
48373,0.5641257012347723,0.10596431988268673,0.12347110821889451,0.8649980802402621,0.7415269720213676
48375,0.018541135777769908,0.0018609380884262651,0.012629967530007793,0.900678429842178,0.8880484623121703
48377,0.0026792764436224534,0,0.0026792764436224534,0.8367142329263955,0.834034956482773
48379,0.5482524821058631,0.1639739609680121,0.22638693933735635,0.8524692451664609,0.6260823058291046
48381,0.018297596077121236,0.0020273495329643813,0.013020442508232115,0.8950825799019831,0.8820621373937511
48383,0.7196993925002552,0.1044911017922401,0.004500381531603505,0.8766332069196467,0.8721328253880433
48385,0.7258680473829975,0.09979825263229655,0.003282773957526501,0.8733028638800189,0.8700200899224924
48387,0.49323536593754463,0.1504002088191465,0.011330534191762524,0.8712483588091655,0.859917824617403
48389,0.017545372341506122,4.812675678349576e-4,0.01665276708428383,0.8964106673527539,0.87975790026847
48391,0.7125831665697058,0.06771206039657103,0.02787055184499395,0.8769726036799614,0.8491020518349675
48393,0.007742657286914339,7.887177054460839e-4,0.006921321715406139,0.8847073399172238,0.8777860182018177
48395,0.5661860241821347,0.10284802916238626,0.3752558091799165,0.8657904720282168,0.4905346628483003
48397,0.5789389813718492,0.17510168584085925,0.23557772091174284,0.83927775302902,0.6037000321172772
48399,0.015954876976220826,0,0.012865635595211028,0.8746939935741914,0.8618283579789804
48401,0.5237336156752578,0.1512320753516043,0.02862580081020806,0.8613544101594741,0.8327286093492661
48403,0.5093885684063637,0.10974041316344334,0.026091813919333094,0.8544659063609538,0.8283740924416206
48405,0.5123058645544332,0.10969404601052915,0.020665926054720916,0.8493937519451019,0.828727825890381
48407,0.5778275942418863,0.10758449466114789,0.12942265964586702,0.8667450767421447,0.7373224170962778
48409,0.03174739015094465,0,0.028327903270021618,0.8638380796371068,0.8355101763670851
48411,0.6273423423197341,0.09950341777433701,0.29509907151118403,0.8732148291445183,0.5781157576333342
48413,0.7064872352458401,0.10320645334366627,0.006661528001074808,0.8817064931217076,0.8750449651206328
48415,0.016411694303487778,0,0.010921750066719303,0.8815237896434457,0.8706020395767264
48417,0.009159820329748948,0,0.007409865189953841,0.8636466619315539,0.8562367967416001
48419,0.512396706117873,0.13650173810949612,0.027173558785478977,0.8452447789988519,0.8180712202133729
48421,0.012890124547557143,0.0037019551338587356,0.01138467040559974,0.9013702419463161,0.8899855715407163
48423,0.5420656946716527,0.1569302689589088,0.227076458799206,0.8436076323451664,0.6165311735459604
48425,0.5874466658291196,0.14400122179179772,0.24936679756357238,0.8604324605200648,0.6110656629564925
48427,0.029852044648483525,0,0.029264030423184095,0.029852044648483525,5.880142252994297e-4
48429,0.6386351411667083,0.1616025278016409,0.2618732184514528,0.8608421158321242,0.5989688973806715
48431,0.020825684998812405,0,0.019328766892655187,0.878655782269191,0.8593270153765359
48433,0.009742127568546945,0,0.006884088667431217,0.8744723780155029,0.8675882893480718
48435,0.7162304082307768,0.10301780152965746,0.003412766106790793,0.8785684961847572,0.8751557300779664
48437,0.015566856946824408,6.653971446720725e-4,0.013710962263644369,0.9097872980010454,0.8960763357374011
48439,0.5863927772814413,0.16445204387385062,0.241164977904549,0.8492087251555602,0.6080437472510112
48441,0.014343092690308682,0,0.009567491263966837,0.8715088092849242,0.8619413180209574
48443,0.0066268433821298715,0,0.004644155320433435,0.8794605244102529,0.8748163690898195
48445,0.019356530989034042,3.260379623186767e-4,0.018725638597586365,0.9130925524792703,0.894366913881684
48447,0.6438802504753183,0.1774368443359931,0.0024131869261873515,0.0024131869261873515,0
48449,0.4962971234673532,0.14900153794663212,0.020661653765123845,0.8607494960089204,0.8400878422437965
48451,0.011339839610436171,0,0.006868561797288072,0.006868561797288072,0
48453,0.6245556035078674,0.0941404848740964,0.3422559602518114,0.8720653840756049,0.5298094238237935
48455,0.5466092239646348,0.09922003249412094,0.12389629407273682,0.8629126622025829,0.7390163681298461
48457,0.5454235526582721,0.103169636524839,0.1350230033503641,0.8624088583768036,0.7273858550264395
48459,0.505408802441192,0.15027003083816065,0.02443225073601709,0.860099363167933,0.8356671124319159
48461,0.01610546593956107,0,0.01610546593956107,0.8797383273839857,0.8636328614444246
48463,0.7365714239026525,0.08281754239414583,0.009663545965705914,0.8758710753691834,0.8662075294034774
48465,0.7543463277171845,0.07990233459363762,0.003986984539838543,0.003986984539838543,0
48467,0.5658027012872254,0.16533586758602808,0.23039377441020223,0.8413345434663573,0.610940769056155
48469,0.014157857596605953,0,0.00931162101640898,0.00931162101640898,0
48471,0.5569753063299774,0.10033442192945728,0.12377811379111038,0.8670263398381317,0.7432482260470213
48473,0.5780230306764251,0.0888070528473384,0.3999369342015513,0.8769511320909933,0.477014197889442
48475,0.017039456205909444,4.5810977515059844e-4,0.016723711434055676,0.8861490966405771,0.8694253852065214
