county,Baseline coverage,NEVI.coverage,AFC.coverage
10005,0.5445609805535826,0.18242643583592297,0.9511661591181034
11001,0.4912650869643166,0.10615812678843907,0.9451219952949739
12001,0.32647638856357614,0.06882603957967397,0.9248053192313548
12003,0.3083515264557589,0.051427165966407014,0.9222383501950555
12005,0.016044767691129162,0.012506484077295456,0.9014532013308693
12007,0.3235322056823542,0.056878163639568935,0.9207176109054928
12009,0.4662602590371744,0.17024552956994138,0.9376622794073578
12011,0.8650302209849929,0.2313269460493082,0.9591078475278844
12013,0.3066218034123635,0.016782911928060463,0.908602974841973
12015,0.5843237216381826,0.174505173361542,0.9380541779708228
12017,0.3800541740758401,0.15575321540504047,0.9312793596145658
12019,0.3256931635497118,0.05889071102527306,0.9185794605585306
12021,0.7684949487447528,0.1251869570568931,0.9092483069577618
12023,0.30665071251875325,0.056391952915888284,0.921754760367056
12027,0.555802453606536,0.17169160232515251,0.939448747576838
12029,0.3168416614394523,0.02667433476013156,0.9263935423335484
12031,0.3197051033616618,0.056130264139845974,0.9207341812662224
12033,0.030842691670929994,0.023357132211747393,0.8933462073529354
12035,0.35280154192543256,0.10763447930037875,0.9346430399766467
12037,0.3157461212674355,0.00982227847136009,0.9174575508624008
12039,0.29274488334249243,0.015732605279753127,0.9131008582551278
12041,0.3170575746041031,0.04819770651542602,0.9274935767406118
12043,0.6717746209994366,0.3762269213761076,0.9385684840483202
12045,0.32390728864043844,0.014246241314801168,0.9064605321959803
12047,0.30143523502399383,0.02742358613435864,0.9193028849105784
12049,0.5176254051557504,0.005921070042391796,0.9214571606405471
12051,0.7128343662924631,0.3855755261857004,0.9447398783976714
12053,0.401635195358777,0.16403740046716037,0.937759239959912
12055,0.5356447238919135,0.006127191394416435,0.9351572391524432
12057,0.45692040002149453,0.15659135087516773,0.9181684483742344
12059,0.01576825644466087,0.01576825644466087,0.9010382257006488
12061,0.55103746499868,0.3078531092690263,0.9453059270313132
12063,0.2935245061481944,0.0176651306927886,0.8998748810371227
12065,0.29577192454588247,0.02594721753628726,0.9169809698686981
12067,0.30253537992682067,0.02713657637558815,0.9207873552021338
12069,0.40154478390273735,0.18442166056655182,0.932305137834294
12071,0.7121320634790665,0.21823968640983402,0.9512896000788723
12073,0.2996128665363755,0.018099645919425252,0.9153239552569058
12075,0.34181467813438027,0.04737224453609969,0.9280163460245718
12077,0.30201126439685727,0.014774492729243006,0.9099155569368355
12079,0.29508112775898754,0.025351650233328943,0.9175444477751153
12081,0.49178676846645647,0.1540518044244749,0.9309125700011487
12083,0.3616831051462468,0.1480595209912153,0.9293919678192019
12085,0.7017641164548498,0.2153713153345743,0.8952546523543026
12086,0.8619419288645157,0.2412062897676453,0.9374647759346483
12087,0.9387817464966723,0.2472382244980616,0.9850067684140792
12089,0.3121869025445405,0.04923438576187395,0.9131585520960881
12091,0.021982652398662938,0.01786131110321672,0.8929545988072851
12093,0.6024745975668724,0.3402673165245138,0.9323081665758511
12095,0.42310521512967675,0.1770259442295253,0.9378112354486318
12097,0.4456133869272922,0.1905215469473139,0.9387635254511748
12099,0.7994110059526559,0.2199044121999141,0.9040669736115583
12101,0.42019912099267254,0.14418619252715079,0.9363484235434575
12103,0.45753704204446427,0.15199512458610678,0.927275352782685
12105,0.4556615773350322,0.18473903095278513,0.9421495785185967
12107,0.3436612040540963,0.12217305419601916,0.9279447612437492
12109,0.3368121640042679,0.062461297314738255,0.9224163618019866
12111,0.6221759763913062,0.19897017099886305,0.9225005826827598
12113,0.02674518348353369,0.023514050495624304,0.8922715814122303
12115,0.5310385397304257,0.1685309731099391,0.9374011589309428
12117,0.4084147110513928,0.15642659098589898,0.9259351101377826
12119,0.39152658034902843,0.1747195253244758,0.926786382244538
12121,0.30072080346217994,0.027272244102787696,0.919220187082277
12123,0.2998770348092267,0.023820136069734647,0.9228544799400507
12125,0.3146863117666639,0.05985139131715603,0.9219369661231827
12127,0.3738155274073147,0.12501341867807036,0.932392846959127
12129,0.3012826914958804,0.013194208256453387,0.9130055504502139
12131,0.024592811958080014,0.014651615768750771,0.8957565192104721
12133,0.29585874753189556,0.020214989346706673,0.8981973228344624
13001,0.26776503393956885,0.016945195072713748,0.920674974905988
13003,0.2826722529647067,0.02583917257063863,0.9148956020417631
13005,0.27759235715493563,0.02273154705297436,0.9118489748472791
13007,0.27866379678006903,0.01843135610572581,0.9071908213009412
13009,0.1431906992421491,0.09224825242116855,0.9071009509409015
13011,0.10058448065987784,0.07908297924821628,0.9120008525414592
13013,0.10533691761310376,0.07420007956225988,0.9057569350917143
13015,0.12855853799908587,0.09108658149747079,0.8972965175691164
13017,0.4045016465850975,0.029387437678857636,0.909997062990561
13019,0.2807204367787654,0.0297194340339822,0.9149806181484693
13021,0.1321999467805246,0.08901712251785732,0.9063977514354193
13023,0.13905955980862694,0.09412771570968714,0.8972006303927014
13025,0.2881349784841238,0.05355240908362204,0.9074608328540297
13027,0.28805841271237864,0.027094319817126247,0.9146982956018428
13029,0.269738776756175,0.023772295232387417,0.9136360899796668
13031,0.24879123807614922,0.02154064323613179,0.9139139588042552
13033,0.3309547458478268,0.01405492872575516,0.9176159885132912
13035,0.1209237868230037,0.08214695856030828,0.9028289861281954
13037,0.27136377194461087,0.01731879962654174,0.9043221076943756
13039,0.30765921848021716,0.05044210128865848,0.910263061691573
13043,0.24648939557370692,0.020015437326126425,0.9155808811890938
13045,0.1401811557438534,0.08667367123188272,0.9009681127992712
13047,0.11629935089439156,0.08445977358185364,0.8950641510434506
13049,0.3004771418939843,0.05139719366543449,0.9144025865220767
13051,0.2682293614908779,0.021396001184057725,0.913890180174188
13053,0.15284330376821312,0.026040177075711407,0.8995971081748833
13055,0.1462530529871333,0.095712555456246,0.8904495985488904
13057,0.12241238665590515,0.08041506144625536,0.9032714961673586
13059,0.10604423152362903,0.0839836907404034,0.9119871590423592
13061,0.029759867689791702,0.023397648794318205,0.9020409752142665
13063,0.11225374625859645,0.0804264865392259,0.8972416235738073
13065,0.2893307057851531,0.048150196378840195,0.9168411527338451
13067,0.1153715974985035,0.08268822427453947,0.9019098707287646
13069,0.27720888949267153,0.027891236108701697,0.9139652234078512
13071,0.27734940199805175,0.02100515630240569,0.9146213538507005
13073,0.12765350669917988,0.024518092336785174,0.9227232838140028
13075,0.2815441945801204,0.001830277038346107,0.9134927445895764
13077,0.12394961875852283,0.0853889625851525,0.9003575424333694
13079,0.13588281631467242,0.093730691135303,0.8980909120335703
13081,0.3942507765605875,0.0228102315329609,0.9017133837290459
13083,0.11733901239693677,0.08474734334453018,0.8959283369894308
13085,0.10390570057629944,0.07476420180224307,0.9083977535071681
13087,0.28947091599621955,0.01949641169510568,0.9099526385207962
13089,0.11160711696301114,0.07861783918613212,0.9032098721981876
13091,0.3817954749480198,0.09730762387977109,0.9031363734968997
13093,0.14425949595382334,0.09942403526903137,0.8968001668592039
13095,0.4060504637950125,0.021876235717372225,0.9051752916905477
13097,0.11880333397007709,0.08360828791190335,0.9001662343223642
13099,0.2708131182908212,0.016377551397818647,0.9053093893881338
13101,0.29396377787214184,0.028359366585356025,0.9166323072551953
13103,0.25735556597890286,0.021594712678037413,0.9098156514332577
13105,0.12112778690730443,0.09075179632965506,0.9152017380963222
13107,0.38024650371358465,0.017310650522661467,0.9120808830232492
13109,0.25571256611964505,0.024123692360802366,0.9155267714457989
13111,0.11008148268780708,0.07695113431546273,0.9064623134712421
13113,0.11761061673916826,0.08070031407475367,0.900349590078166
13115,0.14768503744234499,0.09131100610939236,0.894337575016416
13117,0.10581826473452263,0.07662735989765937,0.9037247918409342
13119,0.09889211705791102,0.07983474136224955,0.9136563584479918
13121,0.11159658327268396,0.08017349288048715,0.9020484691826981
13123,0.11528073102332148,0.08147254063145537,0.902869716081939
13125,0.13487708531354992,0.018592446255276073,0.9152014626221877
13127,0.28886684732352597,0.04552473241401817,0.8935283672191123
13129,0.12180344095981863,0.08903217902569012,0.8952687657483206
13131,0.2885519493779426,0.020807285323351524,0.9115777859483934
13133,0.13250644218536622,0.08387518209947678,0.9053785417007584
13135,0.10819867549990687,0.07698886265459032,0.9062660061731445
13137,0.0982003261134668,0.07784978218714149,0.911815657307396
13139,0.10239183547353087,0.07532517746277329,0.9060760645443959
13141,0.13641305273756138,0.08906327616842213,0.9098804276737762
13143,0.13962519048736227,0.08739516584557468,0.8992239408463336
13145,0.1375756579380499,0.09765369292843264,0.898776329027351
13147,0.10014734941644547,0.08037746262768333,0.9149656467661389
13149,0.14720556934738338,0.08931129784294671,0.9005971123203176
13151,0.1127012214468773,0.08138736898873321,0.9029175117332637
13153,0.13757792623013748,0.09213811187894086,0.9028388957143388
13155,0.4089847755487481,0.028963237733509103,0.9127409036626176
