county,Baseline.coverage,Spillover.State.coverage,NEVI.coverage,AFC.coverage,NEVI Increase
34001,0.8399800090936916,0.7445006310578225,0.5273021141498274,0.9639188988294493,0.43661678467962184
34003,0.9024459117648106,0.8001001643799878,0.5657408595864655,0.9705062366309077,0.40476537704444226
34005,0.8489529982620311,0.7557899561926333,0.5145097303144123,0.9628003830925285,0.4482906527781162
34007,0.8438112572549572,0.7527440112778325,0.5029353177761642,0.9650075760638998,0.46207225828773557
34009,0.8222916114048974,0.7296313117474674,0.5104174639806316,0.9605071659911606,0.450089702010529
34011,0.8309044343639398,0.7410131339827493,0.4964409457806918,0.9634187928416301,0.4669778470609383
34013,0.8969850397853539,0.7957822832229662,0.5594227015104646,0.9696675082546742,0.4102448067442096
34015,0.8391192162200116,0.7488330242670426,0.4986218058254708,0.9643928750694734,0.4657710692440026
34017,0.8991893223753599,0.7970760991384565,0.5638558671058075,0.9706644630341327,0.4068085959283252
34019,0.8616562590502721,0.7676199459294278,0.5202810462923801,0.9630803360302754,0.4427992897378953
34021,0.8573056739234868,0.7629454761433588,0.5211212390005858,0.9650755028253188,0.443954263824733
34023,0.8782331371830006,0.7799615980430984,0.5427223282682166,0.9662388256515899,0.42351649738337327
34025,0.8759236901264058,0.7757764199670902,0.5530813916854638,0.9685724890225021,0.4154910973370384
34027,0.8943797006249395,0.7948657259266374,0.5505601721242692,0.9667712402294681,0.4162110681051989
34029,0.8572054039524996,0.7589370406959861,0.5427047888784575,0.9671557038617793,0.42445091498332177
34031,0.9007122949974861,0.7992876221828924,0.5606493972402542,0.9705787799542916,0.40992938271403745
34033,0.8291051092808123,0.7415004012403371,0.4838128264918825,0.962262963845281,0.4784501373533985
34035,0.8763861593357024,0.7792453008702841,0.5364779399788425,0.9662714671092536,0.4297935271304111
34037,0.8992494339955887,0.7999947742324653,0.5526945811121293,0.9664403737004897,0.4137457925883604
34039,0.891386295127451,0.7912336843686679,0.553029621357555,0.9677903955251905,0.41476077416763557
34041,0.8709270742565738,0.7772435589226203,0.5243016044520967,0.9647469382905822,0.4404453338384855
35001,0.5371526235466828,0.4853823508319103,0.04802316569433146,0.9369013595640009,0.8888781938696695
35003,0.19256990578026095,0.1522555418559895,0.020705911732385462,0.9531839248883612,0.9324780131559758
35005,0.006549611960481778,1.1568722134069328e-4,0.004786028934136856,0.9341464964682217,0.9293604675340849
35006,0.21457138080320207,0.16835031340863307,0.04085049118908369,0.942873086798645,0.9020225956095613
35007,0.3019581680426137,0.2911300405770973,0.004652442258179966,0.9102690327232715,0.9056165904650916
